target_id	length	eff_length	est_counts	tpm
Os01t0810300-01	789	482.385	55	4.45679
Os12t0124000-05	925	617.778	22	1.39201
Os12t0124000-01	937	629.701	0	0
Os12t0124000-03	1024	716.485	0	0
Os12t0124000-02	996	688.503	0	0
Os12t0124000-04	968	660.637	3	0.177506
Os08t0265500-01	3643	3335.49	696	8.1565
Os04t0525900-01	1880	1572.49	1862	46.2857
Os09t0351800-00	627	321.838	0	0
Os05t0533450-00	978	670.554	7	0.408054
Os06t0488125-00	1855	1547.49	0	0
Os06t0520733-00	375	101.318	0	0
Os06t0102600-01	898	590.93	27.492	1.81854
Os06t0707400-02	2025	1717.49	9	0.204834
Os06t0707400-01	2693	2385.49	0	0
Os07t0546200-01	687	381.057	7	0.718061
Os03t0744650-00	1565	1257.49	859	26.702
Os12t0190000-01	2086	1778.49	2475.1	54.3995
Os12t0190000-02	1292	984.485	1314.9	52.2081
Os06t0141133-00	1399	1091.49	0	0
Os01t0855700-01	2125	1817.49	17.6799	0.380243
Os08t0543500-01	3880	3572.49	55	0.601791
Os08t0485600-04	1933	1625.49	120.181	2.89005
Os08t0485600-03	1157	849.485	1.81004e-006	8.32888e-008
Os08t0485600-01	3970	3662.49	339.711	3.62567
Os08t0485600-02	2676	2368.49	394.357	6.50838
Os02t0298100-01	3630	3322.49	507	5.96483
Os01t0932500-01	2410	2102.49	0	0
Os09t0494200-01	1648	1340.49	138.839	4.04859
Os09t0494200-02	1453	1145.49	343.161	11.7101
Os01t0923000-01	735	428.723	891	81.2371
Os09t0347900-01	1691	1383.49	69	1.94952
Os02t0671400-02	460	166.31	13.9888	3.28789
Os02t0671400-03	499	200.339	11.6729	2.27754
Os02t0671400-01	3869	3561.49	306.338	3.3622
Os12t0568500-01	506	206.685	0	0
Os09t0521100-01	1492	1184.49	6	0.198004
Os05t0592350-00	553	250.435	2.55477	0.398759
Os12t0637000-00	1389	1081.49	39	1.4096
Os06t0225100-01	1698	1390.49	129	3.62641
Os07t0432100-00	315	65.5794	0	0
Os06t0522100-00	399	118.067	0	0
Os03t0142900-01	2129	1821.49	1364	29.2713
Os06t0571800-01	983	675.52	5.2148	0.301754
Os06t0571800-03	1782	1474.49	133.785	3.54667
Os06t0571800-02	1633	1325.49	0	0
Os04t0127800-01	3214	2906.49	160.98	2.165
Os02t0119400-01	1049	741.485	786	41.4356
Os06t0251700-01	2760	2452.49	1951	31.096
Os03t0744200-01	979	671.554	206.867	12.041
Os04t0632750-00	2140	1832.49	0	0
Os09t0482100-01	2409	2101.49	42565.9	791.751
Os10t0108700-01	1504	1196.49	0	0
Os10t0108700-02	1448	1140.49	0	0
Os05t0127200-01	2374	2066.49	0	0
Os05t0127200-02	2217	1909.49	75	1.53532
Os11t0594700-00	498	199.417	9	1.76415
Os07t0120300-00	429	140.83	59	16.3761
Os04t0121300-00	2190	1882.49	0	0
Os06t0731800-01	1301	993.485	2465.68	97.0126
Os04t0615500-01	2440	2132.49	301.843	5.53285
Os01t0606200-00	288	52.8883	4	2.95633
Os01t0647700-01	2521	2213.49	534	9.43014
Os04t0280251-00	3147	2839.49	2.59031	0.0356587
Os05t0451100-01	2070	1762.49	1694.08	37.5719
Os04t0516200-01	986	678.52	0	0
Os03t0799300-01	671	365.188	0	0
Os08t0556300-01	809	502.3	31	2.41241
Os02t0128800-03	937	629.701	122.462	7.60185
Os02t0128800-01	1375	1067.49	228.557	8.36923
Os02t0128800-02	1337	1029.49	762.982	28.9699
Os06t0298700-00	1158	850.485	0	0
Os04t0572100-01	1879	1571.49	9.24909	0.23006
Os10t0558400-00	1194	886.485	0	0
Os01t0816400-01	1379	1071.49	0	0
Os01t0816400-02	6579	6271.49	2876	17.9255
Os09t0569700-01	1502	1194.49	125	4.09056
Os01t0848475-00	1973	1665.49	47.2039	1.10787
Os04t0481050-01	2877	2569.49	24.0322	0.365596
Os01t0688200-01	1296	988.485	413	16.3318
Os08t0324600-00	825	518.223	15	1.13143
Os05t0237100-01	997	689.503	384	21.7695
Os04t0613500-00	315	65.5794	0	0
Os02t0177800-02	2273	1965.49	1378	27.4052
Os02t0177800-01	1378	1070.49	0	0
Os02t0571300-01	2887	2579.49	0	0
Os09t0524300-00	1961	1653.49	0	0
Os06t0176000-01	1077	769.485	182.765	9.28422
Os09t0409000-01	977	669.57	6	0.350275
Os02t0106966-00	847	540.158	20	1.44731
Os12t0180600-00	1983	1675.49	0	0
Os04t0510200-01	1515	1207.49	368	11.913
Os01t0596600-00	1188	880.485	0	0
Os12t0534200-01	823	516.223	258	19.536
Os11t0596000-00	6336	6028.49	0	0
Os12t0609600-01	1092	784.485	1	0.0498274
Os02t0698100-01	1484	1176.49	134	4.45217
Os03t0780600-02	397	116.651	75.3761	25.258
Os03t0780600-01	1738	1430.49	1306.62	35.7041
Os02t0208675-00	1209	901.485	76	3.2954
Os05t0465400-01	1096	788.485	3	0.148724
Os11t0528300-01	835	528.184	971	71.86
Os03t0793950-00	474	178.357	0	0
Os10t0567900-01	1813	1505.49	3	0.0778929
Os06t0472700-02	1629	1321.49	448.443	13.2647
Os06t0472700-01	1717	1409.49	528.557	14.6583
Os10t0351200-00	1610	1302.49	0	0
Os01t0646700-03	539	237.27	43.9338	7.23785
Os01t0646700-02	1622	1314.49	232.762	6.92165
Os01t0646700-01	2881	2573.49	915.27	13.9021
Os03t0626800-01	1492	1184.49	551.196	18.1899
Os03t0626800-02	1391	1083.49	199.804	7.20832
Os04t0403400-01	3288	2980.49	168	2.20331
Os10t0410600-02	1225	917.485	1229.15	52.3671
Os10t0410600-01	566	262.89	36.8525	5.47957
Os09t0306800-01	2320	2012.49	676	13.1301
Os03t0818000-00	1224	916.485	468	19.9606
Os04t0578800-02	1742	1434.49	383.532	10.451
Os04t0578800-01	2284	1976.49	565.231	11.1786
Os05t0447500-00	1944	1636.49	619.504	14.7974
Os11t0702700-02	1867	1559.49	37.2532	0.933761
Os11t0702700-01	1911	1603.49	145.747	3.55294
Os12t0165700-01	1642	1334.49	1268.45	37.1548
Os03t0575200-01	2904	2596.49	365	5.49491
Os04t0348400-01	1770	1462.49	242	6.46811
Os02t0694800-01	1565	1257.49	41	1.27448
Os01t0633900-01	1252	944.485	49	2.02794
Os04t0581000-01	1361	1053.49	225	8.34848
Os07t0495200-01	933	625.701	3573.96	223.273
Os01t0852100-01	2122	1814.49	16.6623	0.358951
Os01t0127200-01	2288	1980.49	11	0.217107
Os01t0604000-01	1388	1080.49	0	0
Os02t0744650-00	1206	898.485	244.514	10.6377
Os09t0455900-01	1083	775.485	9	0.453651
Os04t0521900-01	776	469.433	10	0.832683
Os01t0510500-01	2012	1704.49	676	15.5027
Os05t0214100-01	892	584.96	0	0
Os05t0214100-02	3242	2934.49	1075	14.3196
Os06t0529800-01	1678	1370.49	1164	33.1995
Os04t0502200-01	3810	3502.49	1585	17.6891
Os05t0445100-02	894	586.96	27.7675	1.84919
Os05t0445100-01	2396	2088.49	0	0
Os06t0598900-02	347	83.2911	0	0
Os06t0598900-01	1806	1498.49	4501	117.411
Os08t0481100-01	1773	1465.49	36	0.960228
Os09t0508200-01	1088	780.485	8.00415	0.40087
Os01t0116900-00	1548	1240.49	61	1.92217
Os06t0332450-00	1286	978.485	1.07218	0.042832
Os03t0765100-01	813	506.3	280	21.6174
Os06t0134400-01	1528	1220.49	292.533	9.36904
Os01t0934900-00	792	485.361	20	1.61071
Os07t0656100-01	2329	2021.49	206	3.98336
Os04t0692200-01	1119	811.485	281	13.5356
Os04t0692200-02	321	68.689	4	2.27628
Os11t0552600-01	1330	1022.49	571	21.8289
Os05t0503100-00	1066	758.485	262	13.5023
Os01t0823951-00	352	86.3294	2	0.905575
Os01t0661000-01	1606	1298.49	557	16.7676
Os01t0661000-02	1364	1056.49	0	0
Os01t0382200-01	1445	1137.49	0	0
Os09t0474800-01	2832	2524.49	960.588	14.8736
Os09t0474800-02	3383	3075.49	9.41243	0.11963
Os08t0384100-01	1468	1160.49	1102	37.1189
Os01t0362533-01	621	316.038	132	16.3263
Os12t0230200-01	3544	3236.49	28.845	0.348377
Os12t0230200-02	2385	2077.49	28.4359	0.535035
Os03t0341000-01	1164	856.485	325	14.8326
Os09t0423400-01	2223	1915.49	174	3.55078
Os09t0423400-02	1904	1596.49	0	0
Os05t0116800-00	1221	913.485	0	0
Os02t0582400-01	1050	742.485	890.522	46.8825
Os02t0582400-02	987	679.52	294.478	16.9396
Os07t0516300-01	935	627.701	1282	79.8342
Os07t0206700-02	2884	2576.49	33.9884	0.515652
Os07t0206700-01	1524	1216.49	3373.01	108.384
Os02t0749300-02	927	619.763	438.854	27.6788
Os02t0749300-01	1354	1046.49	241.146	9.00742
Os02t0753000-01	1423	1115.49	7	0.245294
Os09t0453300-01	1491	1183.49	17.292	0.571132
Os09t0453300-02	1391	1083.49	3.70796	0.133772
Os03t0647500-02	1907	1599.49	775.552	18.9533
Os03t0647500-01	1481	1173.49	71.4478	2.37993
Os11t0579100-01	2780	2472.49	130	2.05524
Os10t0131500-00	1158	850.485	0	0
Os07t0580500-01	1206	898.485	961	41.8086
Os10t0571900-00	1182	874.485	29	1.29628
Os03t0652050-00	2701	2393.49	15.2736	0.249439
Os01t0229600-01	943	635.685	99	6.08761
Os09t0476401-00	393	113.754	0	0
Os01t0699950-01	3144	2836.49	0	0
Os08t0338900-01	2256	1948.49	462.298	9.27423
Os08t0338900-02	2232	1924.49	34.7024	0.704854
Os10t0372100-01	3629	3321.49	266	3.13042
Os03t0777100-01	1847	1539.49	636	16.1486
Os09t0411900-01	1230	922.485	0	0
Os02t0164400-00	560	257.114	19	2.88856
Os07t0546600-01	1748	1440.49	100	2.71359
Os05t0144300-01	3738	3430.49	1152	13.1265
Os04t0404000-01	516	215.825	3	0.543342
Os06t0542200-01	1691	1383.49	81	2.28857
Os08t0107700-01	1362	1054.49	20.4736	0.758938
Os01t0750666-00	1201	893.485	5.70434	0.249558
Os12t0135200-01	1463	1155.49	56	1.89442
Os05t0169900-01	1653	1345.49	109.04	3.16782
Os07t0567801-01	1119	811.485	52	2.50482
Os03t0194300-01	1781	1473.49	66	1.75086
Os11t0194600-01	1244	936.485	0	0
Os03t0107100-00	1260	952.485	2	0.0820777
Os07t0249700-01	1573	1265.49	859	26.5332
Os09t0545051-00	845	538.158	1.01754	0.0739088
Os03t0796700-00	715	408.879	23	2.1988
Os05t0391200-01	1605	1297.49	503	15.1537
Os02t0719700-01	888	580.974	154	10.3614
Os02t0699150-00	802	495.312	0	0
Os07t0547700-00	1737	1429.49	1	0.0273447
Os04t0543900-01	2948	2640.49	57.2844	0.848019
Os04t0543900-02	1884	1576.49	2541.72	63.0217
Os02t0257100-01	765	458.491	0	0
Os04t0415000-01	830	523.197	692	51.7004
Os11t0449600-01	531	229.751	0	0
Os02t0805400-01	549	246.694	17	2.69367
Os02t0183500-00	1557	1249.49	6	0.187704
Os01t0833700-01	2041	1733.49	1473.81	33.2335
Os04t0599800-02	2342	2034.49	2173.38	41.7575
Os04t0599800-01	2568	2260.49	30.6225	0.529533
Os06t0248200-01	672	366.179	1	0.106748
Os03t0405100-01	1395	1087.49	939	33.7517
Os12t0153433-00	665	359.26	110	11.9684
Os05t0418000-01	1761	1453.49	4044	108.756
Os02t0765400-01	1554	1246.49	359	11.258
Os06t0696566-01	505	205.796	8	1.51952
Os01t0329800-01	2780	2472.49	981.455	15.5164
Os01t0329800-02	1733	1425.49	76.5446	2.09897
Os01t0205100-01	1647	1339.49	479	13.9782
Os12t0112500-01	1689	1381.49	156	4.41399
Os07t0622700-01	1509	1201.49	241	7.84065
Os12t0141000-01	2950	2642.49	24	0.355019
Os01t0275900-00	2016	1708.49	77	1.7617
Os01t0127450-00	573	269.514	1	0.145035
Os06t0503400-01	1146	838.485	2943	137.198
Os02t0621850-01	992	684.503	4.43685	0.253369
Os02t0669700-01	1236	928.485	272	11.4511
Os03t0727800-01	1564	1256.49	103	3.2043
Os01t0570700-01	1096	788.485	2737	135.686
Os12t0153600-00	894	586.96	66	4.3953
Os01t0226600-02	2555	2247.49	19.2319	0.334487
Os01t0226600-01	2776	2468.49	26.7681	0.423878
Os10t0456400-02	2229	1921.49	791.985	16.1114
Os10t0456400-01	2287	1979.49	1611.02	31.8127
Os05t0150400-01	2391	2083.49	675	12.6639
Os07t0488400-01	2064	1756.49	0	0
Os01t0881966-02	2735	2427.49	187.29	3.01586
Os01t0881966-01	2770	2462.49	56.7102	0.900204
Os11t0152700-01	2026	1718.49	217.748	4.95292
Os11t0152700-02	1908	1600.49	125.252	3.05905
Os07t0439000-01	2786	2478.49	356	5.61458
Os03t0403501-00	1492	1184.49	0	0
Os09t0110100-01	2645	2337.49	235	3.92982
Os04t0636200-01	1577	1269.49	68	2.0938
Os03t0577000-01	1084	776.485	14018	705.677
Os01t0564600-00	1194	886.485	0	0
Os11t0512000-01	1360	1052.49	0	0
Os01t0164800-01	5396	5088.49	457	3.5106
Os07t0693500-02	884	576.989	31.7331	2.1498
Os07t0693500-01	2983	2675.49	2827	41.3025
Os02t0813083-00	345	82.1232	78	37.1264
Os08t0192950-00	1461	1153.49	18.9358	0.641689
Os10t0181600-01	1236	928.485	1	0.0420996
Os10t0181600-02	1252	944.485	0	0
Os11t0109950-00	645	339.54	12	1.38148
Os02t0510400-01	700	393.97	19	1.88514
Os02t0668900-00	1116	808.485	1	0.0483483
Os03t0379100-01	2539	2231.49	856	14.9945
Os05t0579200-01	2180	1872.49	31	0.647138
Os02t0689550-00	1340	1032.49	53.5277	2.02651
Os12t0612400-01	3061	2753.49	233.289	3.3118
Os12t0612400-02	2238	1930.49	602.711	12.2038
Os03t0143000-01	2617	2309.49	300	5.07761
Os08t0547900-01	1915	1607.49	162.004	3.93942
Os01t0837600-01	680	374.095	11	1.14938
Os04t0357300-01	2271	1963.49	43	0.85604
Os02t0282600-01	2466	2158.49	227	4.11084
Os05t0190000-00	1015	707.485	82	4.53054
Os04t0480600-01	846	539.158	0	0
Os07t0250100-00	1536	1228.49	4	0.127275
Os01t0221700-00	1008	700.485	3	0.167408
Os03t0196900-01	976	668.57	281	16.4291
Os03t0182700-02	1044	736.485	2379	126.265
Os05t0324100-01	685	379.057	63	6.49664
Os01t0290700-01	730	423.755	1154	106.45
Os07t0212200-01	1521	1213.49	0	0
Os07t0530300-01	1043	735.485	516	27.4239
Os07t0156732-01	2244	1936.49	381.453	7.69982
Os11t0208800-01	2373	2065.49	17.1777	0.325085
Os07t0559550-00	424	136.857	0	0
Os03t0804500-01	856	549.144	93	6.61988
Os03t0158000-01	1046	738.485	3	0.158793
Os07t0561800-01	989	681.52	415.562	23.8348
Os07t0561800-02	1376	1068.49	52.4378	1.91836
Os02t0118400-02	1859	1551.49	38.3042	0.965055
Os02t0118400-01	1800	1492.49	474.696	12.4325
Os08t0372166-00	1145	837.485	15	0.700112
Os03t0701000-02	1560	1252.49	330.565	10.3166
Os03t0701000-01	3795	3487.49	456.435	5.11588
Os05t0378900-03	242	36.2839	0	0
Os05t0378900-01	2761	2453.49	512.904	8.17158
Os05t0378900-02	1461	1153.49	419.096	14.2022
Os01t0200400-01	1166	858.485	379	17.2568
Os10t0560200-01	1081	773.485	112	5.66004
Os02t0551900-01	1544	1236.49	840	26.5548
Os08t0150150-01	4091	3783.49	174	1.79767
Os08t0238500-00	835	528.184	0	0
Os05t0127300-02	2042	1734.49	426.061	9.60185
Os05t0127300-01	2479	2171.49	1443.94	25.9923
Os03t0756300-01	819	512.223	1522	116.147
Os09t0494800-00	741	434.669	1	0.089928
Os02t0737300-00	405	122.437	3	0.957772
Os01t0976600-01	1355	1047.49	1136	42.392
Os02t0213100-01	580	276.259	0	0
Os12t0244100-03	1667	1359.49	776.49	22.3262
Os12t0244100-04	1293	985.485	1105.33	43.8424
Os12t0244100-02	2201	1893.49	75.3495	1.55551
Os12t0244100-01	2459	2151.49	994.825	18.0743
Os03t0756000-01	946	638.685	10354.9	633.742
Os06t0139200-02	429	140.83	17	4.71853
Os06t0139200-01	1422	1114.49	296	10.3818
Os05t0205050-00	648	342.488	131	14.9513
Os04t0507950-01	591	286.912	8	1.08992
Os05t0258000-00	984	676.52	20	1.15559
Os09t0499600-01	3135	2827.49	508	7.0229
Os12t0614800-00	1254	946.485	2.3541	0.097222
Os12t0533800-01	1564	1256.49	46	1.43105
Os01t0668100-01	1040	732.485	22	1.17402
Os03t0803000-01	1126	818.485	3625	173.121
Os11t0600900-01	1009	701.485	68	3.78917
Os03t0790500-01	1322	1014.49	475	18.3021
Os12t0607800-01	1768	1460.49	0	0
Os06t0260250-00	1362	1054.49	247.624	9.17921
Os02t0118200-01	1609	1301.49	1025	30.7849
Os08t0498400-01	1149	841.485	360.364	16.7397
Os08t0498400-02	1465	1157.49	128.636	4.34411
Os01t0676900-01	784	477.409	5	0.409385
Os05t0486200-01	728	421.776	1198	111.027
Os03t0639233-00	345	82.1232	2	0.951958
Os05t0519600-01	961	653.637	3.55748	0.212745
Os05t0519600-02	2089	1781.49	129.443	2.84019
Os05t0230501-01	239	35.3413	61	67.4684
Os04t0382700-01	3323	3015.49	416.69	5.40144
Os04t0382700-02	819	512.223	160.31	12.2336
Os03t0267100-01	4022	3714.49	93.0735	0.979447
Os07t0525100-01	1458	1150.49	0	0
Os03t0563600-01	1404	1096.49	886	31.5852
Os03t0178200-02	1000	692.485	0	0
Os03t0178200-01	1071	763.485	16	0.819167
Os07t0102100-02	2916	2608.49	0	0
Os07t0102100-01	3152	2844.49	0	0
Os08t0179900-01	1135	827.485	1351	63.8188
Os02t0176900-00	999	691.485	17	0.960991
Os07t0692900-01	3521	3213.49	977.551	11.891
Os12t0239900-01	553	250.435	33	5.15077
Os04t0560200-01	753	446.548	249	21.7964
Os08t0531200-01	3155	2847.49	762	10.4604
Os11t0689100-01	3777	3469.49	407	4.58546
Os11t0689100-02	2265	1957.49	0	0
Os12t0577900-00	1526	1218.49	0	0
Os01t0172900-00	888	580.974	0	0
Os03t0193700-00	682	376.086	58.9329	6.12526
Os11t0575200-00	1308	1000.49	0	0
Os01t0159600-01	851	544.158	1160	83.3272
Os05t0403400-01	1328	1020.49	318	12.1807
Os01t0217400-00	1273	965.485	7	0.283404
Os11t0543900-01	1783	1475.49	2	0.0529845
Os11t0111800-00	486	188.822	6	1.24208
Os09t0380200-01	1203	895.485	276	12.0477
Os08t0193100-02	1884	1576.49	45.0499	1.11701
Os08t0193100-01	1505	1197.49	16.9501	0.553292
Os08t0154250-01	2009	1701.49	21	0.482441
Os09t0453100-01	2765	2457.49	5499.19	87.4705
Os03t0644000-01	2307	1999.49	355	6.94006
Os12t0284800-00	844	537.158	125	9.09624
Os11t0160700-01	3156	2848.49	186	2.55242
Os11t0160700-02	2232	1924.49	0	0
Os01t0764300-01	1732	1424.49	391	10.7293
Os03t0113000-02	1634	1326.49	0	0
Os03t0113000-01	1609	1301.49	4	0.120136
Os09t0494300-02	1747	1439.49	984.867	26.7438
Os09t0494300-01	1315	1007.49	22.1331	0.858731
Os09t0503700-01	1900	1592.49	74	1.81639
Os03t0348200-00	1674	1366.49	0	0
Os02t0817050-00	2550	2242.49	0	0
Os08t0554699-00	677	371.132	1	0.105323
Os01t0514700-01	2616	2308.49	1102.27	18.6643
Os04t0544100-01	2711	2403.49	271	4.40739
Os09t0526800-02	3192	2884.49	157.267	2.13119
Os09t0526800-01	1099	791.485	831.733	41.0766
Os03t0321000-01	1035	727.485	734	39.4389
Os03t0821000-00	1420	1112.49	1.15186	0.0404722
Os04t0174850-00	494	195.866	140	27.9398
Os05t0588700-01	3023	2715.49	71	1.02203
Os04t0456100-01	756	449.536	2	0.173908
Os10t0357700-01	1831	1523.49	262	6.72228
Os08t0282200-01	2243	1935.49	307	6.20015
Os11t0617800-01	781	474.421	126	10.3815
Os03t0128500-01	1983	1675.49	467	10.8951
Os02t0763900-01	1852	1544.49	441	11.1611
Os09t0568700-01	1035	727.485	57	3.0627
Os09t0279400-01	1154	846.485	1	0.0461779
Os01t0228300-01	991	683.52	519	29.6804
Os01t0727200-00	789	482.385	19	1.53962
Os02t0208500-01	673	367.169	0	0
Os03t0347500-01	1492	1184.49	0	0
Os06t0667400-01	3993	3685.49	266.044	2.8217
