target_id	length	eff_length	est_counts	tpm
transcript-orf165	498	214.49	2	0.390195
transcript-atp9	225	30.87	87	117.935
transcript-rps7-3	447	169.03	2	0.495137
transcript-cox2	388	120.815	9	3.11732
transcript-orf181	546	259.035	0	0
transcript-atp1	1530	1237.85	58	1.96074
transcript-nad9	573	284.712	9	1.32281
transcript-orfB	468	187.422	3	0.669822
transcript-atp6	1005	712.851	11	0.645733
transcript-rps1	519	233.772	1	0.179006
transcript-nad3	468	187.422	12	2.67929
transcript-orf161	486	203.529	1	0.205604
transcript-ccmB	621	331.265	4	0.505294
transcript-nad4L	303	63.9414	0	0
transcript-nad4	461	181.164	0	0
transcript-orf258	777	485.767	0	0
transcript-orf173	522	236.544	35	6.19179
transcript-orf152b	459	179.39	1	0.233271
transcript-orf288	867	575.381	1	0.0727284
transcript-orfX	810	518.654	10	0.80683
transcript-orf153	462	182.05	2	0.459726
transcript-rps4	1059	766.851	4	0.218277
transcript-orf176	531	244.949	0	0
transcript-rps19-2	282	53.1343	4	3.15025
transcript-ccmFc	749	457.873	5	0.456967
transcript-cox3	843	551.479	19	1.44173
transcript-ccmFn	1785	1492.85	1	0.0280313
transcript-orf160	483	200.837	2	0.416721
transcript-orf183	552	264.716	2	0.316162
transcript-nad1	386	119.172	5	1.75573
transcript-ccmC	723	432.028	1	0.0968608
transcript-rpl5	567	278.961	23	3.4502
transcript-orf194	585	296.244	0	0
transcript-orf25	594	304.918	6	0.823433
transcript-orf241	726	435.006	3	0.288593
transcript-cob	1194	901.851	3	0.139202
transcript-orf152a	459	179.39	3	0.699812
transcript-nad5	231	32.7868	1	1.27632
transcript-orf162	489	206.281	0	0
transcript-orf187	564	276.108	7	1.06091
transcript-rps12-2	378	113.153	10	3.69822
transcript-rps2-2	1452	1159.85	21	0.757664
transcript-nad7	143	52.2143	6	4.80863
transcript-orf284	855	563.437	7	0.51989
transcript-mat-r	2037	1744.85	11	0.263812
transcript-rps3-2	74	35.3636	0	0
Os09t0508300-01	2067	1774.85	2218	52.2949
Os03t0181550-00	1473	1180.85	119.732	4.243
Os07t0593000-01	770	478.803	133	11.624
Os04t0597700-01	1914	1621.85	6	0.15481
Os06t0608300-02	2055	1762.85	1045.9	24.8276
Os06t0608300-01	3519	3226.85	997.293	12.9331
Os04t0618100-01	619	329.298	26	3.30403
Os06t0225600-01	889	597.337	22	1.54121
Os01t0873800-01	4471	4178.85	330	3.30458
Os06t0237950-00	761	469.826	91.7315	8.17035
Os12t0149700-01	1544	1251.85	121	4.04475
Os12t0141800-01	2251	1958.85	1	0.0213628
Os06t0492750-00	1481	1188.85	44.4991	1.56633
Os07t0544900-01	1121	828.851	1018	51.3962
Os06t0662225-00	592	303.017	0	0
Os12t0510900-01	488	205.371	38	7.74291
Os03t0782300-01	1146	853.851	0	0
Os09t0427100-01	1358	1065.85	81	3.18015
Os05t0167600-01	1417	1124.85	31	1.15326
Os04t0452100-02	2884	2591.85	24.0143	0.387721
Os04t0452100-01	4628	4335.85	3.98567	0.0384669
Os08t0248000-00	609	319.518	2	0.261935
Os08t0471850-00	1168	875.851	1.59492	0.0762025
Os07t0176600-01	2209	1916.85	1	0.0218309
Os06t0230801-00	641	350.933	56	6.67764
Os01t0734100-01	842	550.493	458	34.8155
Os02t0607500-00	1746	1453.85	26	0.748364
Os01t0563000-01	1666	1373.85	0	0
Os01t0563000-04	2165	1872.85	0	0
Os01t0563000-03	924	632.182	0	0
Os01t0563000-05	1160	867.851	0	0
Os01t0563000-02	2287	1994.85	0	0
Os01t0563000-06	828	536.575	1	0.0779883
Os01t0973300-01	2914	2621.85	472	7.53344
Os01t0889800-01	1312	1019.85	63	2.58502
Os06t0635500-00	1034	741.851	0	0
Os06t0303501-00	568	279.919	0	0
Os08t0260400-00	1139	846.851	597	29.5003
Os03t0729000-01	1981	1688.85	4	0.0991124
Os08t0538600-01	1718	1425.85	8437	247.613
Os10t0534700-01	2121	1828.85	0	0
Os12t0248600-01	579	290.509	5	0.720227
Os04t0659200-01	2487	2194.85	27	0.514776
Os09t0465800-01	747	455.873	833	76.4647
Os12t0128900-00	534	247.787	0	0
Os05t0433900-00	729	437.984	0	0
Os04t0569300-02	1273	980.851	18.3029	0.780864
Os04t0569300-01	1341	1048.85	61.6971	2.46156
Os05t0400800-01	1311	1018.85	628.733	25.8235
Os05t0400800-02	820	528.615	472.267	37.3859
Os03t0226800-01	3558	3265.85	5	0.0640668
Os01t0878400-01	1760	1467.85	207.693	5.92106
Os08t0359050-00	606	316.566	1	0.132189
Os01t0544450-01	2811	2518.85	1177	19.5539
Os08t0549450-00	466	185.651	4.26475	0.961293
Os02t0749900-01	1389	1096.85	550	20.9833
Os04t0570125-00	1358	1065.85	0	0
Os06t0528600-01	1591	1298.85	128	4.12392
Os02t0832400-01	2632	2339.85	0	0
Os02t0832400-02	2960	2667.85	775	12.1562
Os08t0162900-00	314	70.1274	0	0
Os01t0810300-01	789	497.705	60	5.04474
Os12t0124000-05	925	633.182	14	0.925249
Os12t0124000-01	937	645.119	0	0
Os12t0124000-03	1024	731.851	0	0
Os12t0124000-02	996	703.851	0	0
Os12t0124000-04	968	675.92	2	0.123821
Os08t0265500-01	3643	3350.85	514	6.419
Os04t0525900-01	1880	1587.85	1994	52.5503
Os09t0351800-00	627	337.106	0	0
Os05t0533450-00	978	685.886	3	0.183033
Os06t0488125-00	1855	1562.85	0	0
Os06t0520733-00	375	110.954	0	0
Os06t0102600-01	898	606.307	30.6846	2.11781
Os06t0707400-02	2025	1732.85	5.40591	0.130547
Os06t0707400-01	2693	2400.85	3.59409	0.0626445
Os07t0546200-01	687	396.338	7	0.739081
Os03t0744650-00	1565	1272.85	769	25.2818
Os12t0190000-01	2086	1793.85	4787.37	111.679
Os12t0190000-02	1292	999.851	1589.63	66.5304
Os06t0141133-00	1399	1106.85	0	0
Os01t0855700-01	2125	1832.85	25.3506	0.57879
Os08t0543500-01	3880	3587.85	22	0.256595
Os08t0485600-04	1933	1640.85	105.369	2.68723
Os08t0485600-03	1157	864.851	0	0
Os08t0485600-01	3970	3677.85	280.311	3.18938
Os08t0485600-02	2676	2383.85	479.319	8.41406
Os02t0298100-01	3630	3337.85	432.738	5.42522
Os01t0932500-01	2410	2117.85	0	0
Os09t0494200-01	1648	1355.85	133.551	4.12189
Os09t0494200-02	1453	1160.85	262.449	9.46078
Os01t0923000-01	735	443.929	1030	97.092
Os09t0347900-01	1691	1398.85	37	1.10685
Os02t0671400-02	460	180.263	21	4.87497
Os02t0671400-03	499	215.435	3.48791	0.677498
Os02t0671400-01	3869	3576.85	314.512	3.67956
Os12t0568500-01	506	221.846	0	0
Os09t0521100-01	1492	1199.85	11	0.383641
Os05t0592350-00	553	265.676	3.66001	0.576488
Os12t0637000-00	1389	1096.85	46	1.75497
Os06t0225100-01	1698	1405.85	94	2.798
Os07t0432100-00	315	70.6476	0	0
Os06t0522100-00	399	129.455	0	0
Os03t0142900-01	2129	1836.85	1433	32.6461
Os06t0571800-01	983	690.869	0	0
Os06t0571800-03	1782	1489.85	78	2.19084
Os06t0571800-02	1633	1340.85	0	0
Os04t0127800-01	3214	2921.85	165	2.36312
Os02t0119400-01	1049	756.851	722	39.9196
Os06t0251700-01	2760	2467.85	1940.47	32.9038
Os03t0744200-01	979	686.886	187.132	11.4005
Os04t0632750-00	2140	1847.85	1	0.0226461
Os09t0482100-01	2409	2116.85	41225.1	814.95
Os10t0108700-01	1504	1211.85	0	0
Os10t0108700-02	1448	1155.85	0	0
Os05t0127200-01	2374	2081.85	0	0
Os05t0127200-02	2217	1924.85	56	1.21745
Os11t0594700-00	498	214.49	20	3.90195
Os07t0120300-00	429	153.829	54	14.6898
Os04t0121300-00	2190	1897.85	0	0
Os06t0731800-01	1301	1008.85	2458.81	101.99
Os04t0615500-01	2440	2147.85	347	6.76059
Os01t0606200-00	288	56.0305	0	0
Os01t0647700-01	2521	2228.85	538	10.1009
Os04t0280251-00	3147	2854.85	2.70377	0.039632
Os05t0451100-01	2070	1777.85	1770.23	41.6671
Os04t0516200-01	986	693.869	0	0
Os03t0799300-01	671	380.474	0	0
Os08t0556300-01	809	517.654	16	1.29342
Os02t0128800-03	937	645.119	0	0
Os02t0128800-01	1375	1082.85	267.695	10.345
Os02t0128800-02	1337	1044.85	783.305	31.3715
Os06t0298700-00	1158	865.851	0	0
Os04t0572100-01	1879	1586.85	13.1387	0.346479
Os10t0558400-00	1194	901.851	0	0
Os01t0816400-01	1379	1086.85	1.27274	0.0490037
Os01t0816400-02	6579	6286.85	3663.73	24.3865
Os09t0569700-01	1502	1209.85	93	3.2167
Os01t0848475-00	1973	1680.85	19.5938	0.487807
Os04t0481050-01	2877	2584.85	13.073	0.211641
Os01t0688200-01	1296	1003.85	328	13.673
Os08t0324600-00	825	533.601	27	2.11742
Os05t0237100-01	997	704.851	277	16.4453
Os04t0613500-00	315	70.6476	0	0
Os02t0177800-02	2273	1980.85	1236	26.1112
Os02t0177800-01	1378	1085.85	0	0
Os02t0571300-01	2887	2594.85	0	0
Os09t0524300-00	1961	1668.85	27.9569	0.701022
Os06t0176000-01	1077	784.851	168.815	9.00087
Os09t0409000-01	977	684.886	7	0.4277
Os02t0106966-00	847	555.466	137	10.321
Os12t0180600-00	1983	1690.85	1	0.0247488
Os04t0510200-01	1515	1222.85	509	17.4182
Os01t0596600-00	1188	895.851	0	0
Os12t0534200-01	823	531.601	233	18.3413
Os11t0596000-00	6336	6043.85	0	0
Os12t0609600-01	1092	799.851	1	0.0523179
Os02t0698100-01	1484	1191.85	186	6.53056
Os03t0780600-02	397	127.942	66.9798	21.9073
Os03t0780600-01	1738	1445.85	1721.43	49.8224
Os02t0208675-00	1209	916.851	129	5.88776
Os05t0465400-01	1096	803.851	5	0.260288
Os11t0528300-01	835	543.52	835	64.288
Os03t0793950-00	474	192.75	0	0
Os10t0567900-01	1813	1520.85	54.8853	1.51018
Os06t0472700-02	1629	1336.85	353.574	11.0677
Os06t0472700-01	1717	1424.85	712.426	20.9233
Os10t0351200-00	1610	1317.85	0	0
Os01t0646700-03	539	252.476	26.9367	4.46462
Os01t0646700-02	1622	1329.85	161.194	5.07229
Os01t0646700-01	2881	2588.85	1114.61	18.0167
Os03t0626800-01	1492	1199.85	838.35	29.2386
Os03t0626800-02	1391	1098.85	0.650361	0.0247671
Os04t0403400-01	3288	2995.85	158	2.20697
Os10t0410600-02	1225	932.851	1117.37	50.1239
Os10t0410600-01	566	277.989	65.6219	9.87827
Os09t0306800-01	2320	2027.85	691	14.2594
Os03t0818000-00	1224	931.851	487	21.8696
Os04t0578800-02	1742	1449.85	389.303	11.2363
Os04t0578800-01	2284	1991.85	701.926	14.7467
Os05t0447500-00	1944	1651.85	659.407	16.7048
Os11t0702700-02	1867	1574.85	78.8319	2.0947
Os11t0702700-01	1911	1618.85	147.168	3.80423
Os12t0165700-01	1642	1349.85	1242.06	38.5051
Os03t0575200-01	2904	2611.85	284	4.55019
Os04t0348400-01	1770	1477.85	260	7.36211
Os02t0694800-01	1565	1272.85	60	1.97257
Os01t0633900-01	1252	959.851	56	2.44143
Os04t0581000-01	1361	1068.85	55	2.1533
Os07t0495200-01	933	641.135	3262.88	212.967
Os01t0852100-01	2122	1829.85	11.5672	0.264529
Os01t0127200-01	2288	1995.85	1	0.0209668
Os01t0604000-01	1388	1095.85	0	0
Os02t0744650-00	1206	913.851	192.752	8.82638
Os09t0455900-01	1083	790.851	4	0.211653
Os04t0521900-01	776	484.767	11	0.949554
Os01t0510500-01	2012	1719.85	567	13.796
Os05t0214100-01	892	600.337	60.1926	4.19573
Os05t0214100-02	3242	2949.85	809.807	11.4879
Os06t0529800-01	1678	1385.85	1163	35.1174
Os04t0502200-01	3810	3517.85	1489	17.7124
Os05t0445100-02	894	602.337	59.992	4.16786
Os05t0445100-01	2396	2103.85	8.12164	0.161543
Os06t0598900-02	347	90.8243	0	0
Os06t0598900-01	1806	1513.85	3991	110.321
Os08t0481100-01	1773	1480.85	33	0.932528
Os09t0508200-01	1088	795.851	7.96479	0.418795
Os01t0116900-00	1548	1255.85	29	0.966316
Os06t0332450-00	1286	993.851	2.16812	0.0912896
Os03t0765100-01	813	521.654	292	23.4239
Os06t0134400-01	1528	1235.85	372	12.5961
Os01t0934900-00	792	500.705	12	1.0029
Os07t0656100-01	2329	2036.85	233	4.78692
Os04t0692200-01	1119	826.851	303	15.3347
Os04t0692200-02	321	74.1159	6	3.38765
Os11t0552600-01	1330	1037.85	463	18.6683
Os05t0503100-00	1066	773.851	198	10.707
Os01t0823951-00	352	94.3419	2	0.887125
Os01t0661000-01	1606	1313.85	608	19.365
Os01t0661000-02	1364	1071.85	0	0
Os01t0382200-01	1445	1152.85	0	0
Os09t0474800-01	2832	2539.85	1074.19	17.6983
Os09t0474800-02	3383	3090.85	27.8097	0.376511
Os08t0384100-01	1468	1175.85	1046	37.2253
Os01t0362533-01	621	331.265	91	11.4954
Os12t0230200-01	3544	3251.85	28.4555	0.36618
Os12t0230200-02	2385	2092.85	15.1429	0.302783
Os03t0341000-01	1164	871.851	114	5.4717
Os09t0423400-01	2223	1930.85	133	2.88245
Os09t0423400-02	1904	1611.85	7.87725e-005	2.04507e-006
Os05t0116800-00	1221	928.851	0	0
Os02t0582400-01	1050	757.851	1050.5	58.006
Os02t0582400-02	987	694.869	172.497	10.3881
Os07t0516300-01	935	643.135	1204	78.3401
Os07t0206700-02	2884	2591.85	44.6419	0.720763
Os07t0206700-01	1524	1231.85	3830.36	130.119
Os02t0749300-02	927	635.166	282.91	18.6389
Os02t0749300-01	1354	1061.85	155.09	6.11194
Os02t0753000-01	1423	1130.85	17	0.629076
Os09t0453300-01	1491	1198.85	38.9866	1.36085
Os09t0453300-02	1391	1098.85	2.01344	0.076676
Os03t0647500-02	1907	1614.85	689.551	17.8687
Os03t0647500-01	1481	1188.85	107.449	3.7821
Os11t0579100-01	2780	2487.85	109	1.83342
Os10t0131500-00	1158	865.851	0	0
Os07t0580500-01	1206	913.851	616	28.2075
Os10t0571900-00	1182	889.851	31	1.45782
Os03t0652050-00	2701	2408.85	8.306	0.144292
Os01t0229600-01	943	651.07	69	4.43487
Os09t0476401-00	393	124.765	0	0
Os01t0699950-01	3144	2851.85	0	0
Os08t0338900-01	2256	1963.85	409.985	8.73613
Os08t0338900-02	2232	1939.85	0.0149067	0.000321568
Os10t0372100-01	3629	3336.85	252	3.16026
Os03t0777100-01	1847	1554.85	692	18.6242
Os09t0411900-01	1230	937.851	24	1.07087
Os02t0164400-00	560	272.288	11	1.69053
Os07t0546600-01	1748	1455.85	93	2.67316
Os05t0144300-01	3738	3445.85	1064	12.9213
Os04t0404000-01	516	230.962	6	1.0871
Os06t0542200-01	1691	1398.85	98	2.93166
Os08t0107700-01	1362	1069.85	12.2557	0.479374
Os01t0750666-00	1201	908.851	3.66215	0.168618
Os12t0135200-01	1463	1170.85	38.4452	1.37404
Os05t0169900-01	1653	1360.85	76.1411	2.34136
Os07t0567801-01	1119	826.851	65	3.28962
Os03t0194300-01	1781	1488.85	99	2.78255
Os11t0194600-01	1244	951.851	0	0
Os03t0107100-00	1260	967.851	2	0.0864731
Os07t0249700-01	1573	1280.85	773	25.2546
Os09t0545051-00	845	553.479	4.12612	0.311961
Os03t0796700-00	715	424.071	31	3.05903
Os05t0391200-01	1605	1312.85	418	13.3236
Os02t0719700-01	888	596.337	132	9.26279
Os02t0699150-00	802	510.693	0	0
Os07t0547700-00	1737	1444.85	1	0.0289625
Os04t0543900-01	2948	2655.85	47.413	0.747055
Os04t0543900-02	1884	1591.85	1483.59	39.0005
Os02t0257100-01	765	473.803	0	0
Os04t0415000-01	830	538.561	838	65.1131
Os11t0449600-01	531	244.949	0	0
Os02t0805400-01	549	261.889	20	3.19574
Os02t0183500-00	1557	1264.85	2.65384	0.0877999
Os01t0833700-01	2041	1748.85	1618	38.7155
Os04t0599800-02	2342	2049.85	2086.98	42.6045
Os04t0599800-01	2568	2275.85	7.02044	0.129086
Os06t0248200-01	672	381.474	1	0.109697
Os03t0405100-01	1395	1102.85	973	36.9195
Os12t0153433-00	665	374.568	139	15.529
Os05t0418000-01	1761	1468.85	3443	98.0886
Os02t0765400-01	1554	1261.85	444	14.7243
Os06t0696566-01	505	220.914	7	1.32597
Os01t0329800-01	2780	2487.85	1224.04	20.5889
Os01t0329800-02	1733	1440.85	21.9552	0.637645
Os01t0205100-01	1647	1354.85	405	12.509
Os12t0112500-01	1689	1396.85	174.396	5.22451
Os07t0622700-01	1509	1216.85	174	5.98372
Os12t0141000-01	2950	2657.85	4	0.062978
Os01t0275900-00	2016	1723.85	36	0.873901
Os01t0127450-00	573	284.712	0	0
Os06t0503400-01	1146	853.851	3477	170.405
Os02t0621850-01	992	699.869	2.70807	0.161921
Os02t0669700-01	1236	943.851	212	9.39922
Os03t0727800-01	1564	1271.85	53	1.74381
Os01t0570700-01	1096	803.851	2359	122.804
Os12t0153600-00	894	602.337	98	6.80842
Os01t0226600-02	2555	2262.85	30.6116	0.566096
Os01t0226600-01	2776	2483.85	41.3884	0.697288
Os10t0456400-02	2229	1936.85	481.212	10.3968
Os10t0456400-01	2287	1994.85	1989.79	41.7403
Os05t0150400-01	2391	2098.85	583	11.6238
Os07t0488400-01	2064	1771.85	0	0
Os01t0881966-02	2735	2442.85	184.115	3.15393
Os01t0881966-01	2770	2477.85	23.8847	0.40337
Os11t0152700-01	2026	1733.85	241.861	5.83732
Os11t0152700-02	1908	1615.85	68.139	1.76463
Os07t0439000-01	2786	2493.85	392	6.57771
Os03t0403501-00	1492	1199.85	0	0
Os09t0110100-01	2645	2352.85	147	2.61446
Os04t0636200-01	1577	1284.85	35	1.13992
Os03t0577000-01	1084	791.851	13483	712.529
Os01t0564600-00	1194	901.851	0	0
Os11t0512000-01	1360	1067.85	0	0
Os01t0164800-01	5396	5103.85	441	3.61576
Os07t0693500-02	884	592.337	34.8438	2.46159
Os07t0693500-01	2983	2690.85	2641	41.0713
Os02t0813083-00	345	89.4515	34	15.9056
Os08t0192950-00	1461	1168.85	13.481	0.482639
Os10t0181600-01	1236	943.851	0	0
Os10t0181600-02	1252	959.851	0	0
Os11t0109950-00	645	354.916	18.1797	2.14349
Os02t0510400-01	700	409.206	8	0.818102
Os02t0668900-00	1116	823.851	0	0
Os03t0379100-01	2539	2246.85	854.729	15.9189
Os05t0579200-01	2180	1887.85	40	0.886649
Os02t0689550-00	1340	1047.85	121.91	4.86853
Os12t0612400-01	3061	2768.85	376.806	5.69479
Os12t0612400-02	2238	1945.85	306.194	6.58486
Os03t0143000-01	2617	2324.85	307	5.5259
Os08t0547900-01	1915	1622.85	65	1.67608
Os01t0837600-01	680	389.396	4	0.42986
Os04t0357300-01	2271	1978.85	23	0.486378
Os02t0282600-01	2466	2173.85	146	2.81049
Os05t0190000-00	1015	722.851	58	3.35767
Os04t0480600-01	846	554.466	4	0.301887
Os07t0250100-00	1536	1243.85	16	0.538283
Os01t0221700-00	1008	715.851	3	0.175371
Os03t0196900-01	976	683.886	240	14.6854
Os03t0182700-02	1044	751.851	2041	113.598
Os05t0324100-01	685	394.347	40	4.24464
Os01t0290700-01	730	438.984	861	82.0756
Os07t0212200-01	1521	1228.85	0	0
Os07t0530300-01	1043	750.851	509	28.3676
Os07t0156732-01	2244	1951.85	327.647	7.02455
Os11t0208800-01	2373	2080.85	28.5123	0.57339
Os07t0559550-00	424	149.688	0	0
Os03t0804500-01	856	564.437	91	6.7466
Os03t0158000-01	1046	753.851	7	0.388572
Os07t0561800-01	989	696.869	412.585	24.7755
Os07t0561800-02	1376	1083.85	51.4151	1.98509
Os02t0118400-02	1859	1566.85	0	0
Os02t0118400-01	1800	1507.85	489	13.5709
Os08t0372166-00	1145	852.851	13	0.637866
Os03t0701000-02	1560	1267.85	173.619	5.73044
Os03t0701000-01	3795	3502.85	719.381	8.59403
Os05t0378900-03	242	36.6788	0	0
Os05t0378900-01	2761	2468.85	580.914	9.84637
Os05t0378900-02	1461	1168.85	273.086	9.77688
Os01t0200400-01	1166	873.851	303	14.5099
Os10t0560200-01	1081	788.851	116	6.1535
Os02t0551900-01	1544	1251.85	815	27.2436
Os08t0150150-01	4091	3798.85	141	1.5532
Os08t0238500-00	835	543.52	0	0
Os05t0127300-02	2042	1749.85	487.213	11.6514
Os05t0127300-01	2479	2186.85	1295.79	24.7956
Os03t0756300-01	819	527.615	1811	143.635
Os09t0494800-00	741	449.906	0	0
Os02t0737300-00	405	134.289	2	0.623232
Os01t0976600-01	1355	1062.85	916	36.0647
Os02t0213100-01	580	291.465	0	0
Os12t0244100-03	1667	1374.85	853.91	25.9906
Os12t0244100-04	1293	1000.85	985.245	41.194
Os12t0244100-02	2201	1908.85	16.2212	0.355608
Os12t0244100-01	2459	2166.85	2161.62	41.7456
Os03t0756000-01	946	654.07	10316.9	660.059
Os06t0139200-02	429	153.829	17	4.62456
Os06t0139200-01	1422	1129.85	265	9.81486
Os05t0205050-00	648	357.871	69	8.0683
Os04t0507950-01	591	302.048	3	0.415629
Os05t0258000-00	984	691.869	18	1.0887
Os09t0499600-01	3135	2842.85	504	7.41884
Os12t0614800-00	1254	961.851	2.42394	0.105456
Os12t0533800-01	1564	1271.85	67	2.20444
Os01t0668100-01	1040	747.851	9	0.503601
Os03t0803000-01	1126	833.851	4388	220.21
Os11t0600900-01	1009	716.851	24	1.40101
Os03t0790500-01	1322	1029.85	750	30.4752
Os12t0607800-01	1768	1475.85	0	0
Os06t0260250-00	1362	1069.85	248.016	9.70098
Os02t0118200-01	1609	1316.85	1030	32.7311
Os08t0498400-01	1149	856.851	646.294	31.5634
Os08t0498400-02	1465	1172.85	182.706	6.51881
Os01t0676900-01	784	492.73	0	0
Os05t0486200-01	728	436.995	1110	106.293
Os03t0639233-00	345	89.4515	3	1.40344
Os05t0519600-01	961	668.954	2.43563	0.152362
Os05t0519600-02	2089	1796.85	83.5644	1.94611
Os05t0230501-01	239	35.6744	51	59.8237
Os04t0382700-01	3323	3030.85	524.152	7.23689
Os04t0382700-02	819	527.615	89.8483	7.12611
Os03t0267100-01	4022	3729.85	107.686	1.20817
Os07t0525100-01	1458	1165.85	0	0
Os03t0563600-01	1404	1111.85	453	17.0495
Os03t0178200-02	1000	707.851	0	0
Os03t0178200-01	1071	778.851	10	0.537285
Os07t0102100-02	2916	2623.85	0	0
Os07t0102100-01	3152	2859.85	2	0.0292648
Os08t0179900-01	1135	842.851	906	44.9818
Os02t0176900-00	999	706.851	20	1.18403
Os07t0692900-01	3521	3228.85	1168.24	15.1406
Os12t0239900-01	553	265.676	17	2.67767
Os04t0560200-01	753	461.85	241	21.8361
Os08t0531200-01	3155	2862.85	634.879	9.28008
Os11t0689100-01	3777	3484.85	371	4.45502
Os11t0689100-02	2265	1972.85	0	0
Os12t0577900-00	1526	1233.85	0	0
Os01t0172900-00	888	596.337	1	0.0701726
Os03t0193700-00	682	391.367	65.2095	6.97246
Os11t0575200-00	1308	1015.85	0	0
Os01t0159600-01	851	559.466	1674	125.211
Os05t0403400-01	1328	1035.85	261	10.5439
Os01t0217400-00	1273	980.851	7	0.298644
Os11t0543900-01	1783	1490.85	2	0.0561378
Os11t0111800-00	486	203.529	9	1.85044
Os09t0380200-01	1203	910.851	255	11.7153
Os08t0193100-02	1884	1591.85	38.6138	1.01508
Os08t0193100-01	1505	1212.85	9.3862	0.323849
Os08t0154250-01	2009	1716.85	45	1.09683
Os09t0453100-01	2765	2472.85	6376.7	107.909
Os03t0644000-01	2307	2014.85	350	7.26917
Os12t0284800-00	844	552.479	122	9.24067
Os11t0160700-01	3156	2863.85	235	3.43382
Os11t0160700-02	2232	1939.85	0	0
Os01t0764300-01	1732	1439.85	390	11.3346
Os03t0113000-02	1634	1341.85	0	0
Os03t0113000-01	1609	1316.85	1	0.0317777
Os09t0494300-02	1747	1454.85	964.558	27.744
Os09t0494300-01	1315	1022.85	28.4421	1.16361
Os09t0503700-01	1900	1607.85	48	1.24927
Os03t0348200-00	1674	1381.85	0	0
Os02t0817050-00	2550	2257.85	7.72915	0.14325
Os08t0554699-00	677	386.406	2	0.216594
Os01t0514700-01	2616	2323.85	1096.34	19.7422
Os04t0544100-01	2711	2418.85	422	7.30067
Os09t0526800-02	3192	2899.85	103.176	1.48889
Os09t0526800-01	1099	806.851	698.824	36.2438
Os03t0321000-01	1035	742.851	835	47.0375
Os03t0821000-00	1420	1127.85	0	0
Os04t0174850-00	494	210.797	175	34.7403
Os05t0588700-01	3023	2730.85	87	1.33316
Os04t0456100-01	756	464.838	1	0.0900239
Os10t0357700-01	1831	1538.85	189	5.13954
Os08t0282200-01	2243	1950.85	195	4.18283
Os11t0617800-01	781	489.742	108	9.22818
Os03t0128500-01	1983	1690.85	482	11.9289
Os02t0763900-01	1852	1559.85	403	10.8114
Os09t0568700-01	1035	742.851	13	0.73232
Os09t0279400-01	1154	861.851	0	0
Os01t0228300-01	991	698.869	470	28.1424
