target_id	length	eff_length	est_counts	tpm
Os10t0567900-01	1813	1514.21	13	0.329911
Os06t0472700-02	1629	1330.21	334.053	9.65016
Os06t0472700-01	1717	1418.21	547.947	14.8469
Os10t0351200-00	1610	1311.21	0	0
Os01t0646700-03	539	245.844	47.6436	7.44706
Os01t0646700-02	1622	1323.21	240.015	6.97027
Os01t0646700-01	2881	2582.21	793.888	11.8143
Os03t0626800-01	1492	1193.21	448.932	14.4578
Os03t0626800-02	1391	1092.21	158.068	5.56129
Os04t0403400-01	3288	2989.21	115	1.47836
Os10t0410600-02	1225	926.215	1016.13	42.1579
Os10t0410600-01	566	271.449	60.8667	8.61652
Os09t0306800-01	2320	2021.21	477	9.06873
Os03t0818000-00	1224	925.215	453	18.8146
Os04t0578800-02	1742	1443.21	312.552	8.32209
Os04t0578800-01	2284	1985.21	901.038	17.4412
Os05t0447500-00	1944	1645.21	522.379	12.2012
Os11t0702700-02	1867	1568.21	123.076	3.01585
Os11t0702700-01	1911	1612.21	109.924	2.62005
Os12t0165700-01	1642	1343.21	985.637	28.1976
Os03t0575200-01	2904	2605.21	366	5.39856
Os04t0348400-01	1770	1471.21	274	7.15673
Os02t0694800-01	1565	1266.21	43	1.30497
Os01t0633900-01	1252	953.215	36	1.45128
Os04t0581000-01	1361	1062.21	225	8.13974
Os07t0495200-01	933	634.459	4085.92	247.473
Os01t0852100-01	2122	1823.21	13.4195	0.28284
Os01t0127200-01	2288	1989.21	9	0.173861
Os01t0604000-01	1388	1089.21	3.27569	0.115566
Os02t0744650-00	1206	907.215	194.519	8.23933
Os09t0455900-01	1083	784.215	8	0.392008
Os04t0521900-01	776	478.044	6	0.482308
Os01t0510500-01	2012	1713.21	499	11.1926
Os05t0214100-01	892	593.684	11.9235	0.771773
Os05t0214100-02	3242	2943.21	853.076	11.138
Os06t0529800-01	1678	1379.21	921	25.6607
Os04t0502200-01	3810	3511.21	1266	13.8553
Os05t0445100-02	894	595.684	23.1849	1.49565
Os05t0445100-01	2396	2097.21	9.2568	0.169613
Os06t0598900-02	347	90.8258	0	0
Os06t0598900-01	1806	1507.21	4704	119.931
Os08t0481100-01	1773	1474.21	28	0.729857
Os09t0508200-01	1088	789.215	6.38029	0.31066
Os01t0116900-00	1548	1249.21	35	1.07664
Os06t0332450-00	1286	987.215	1.06321	0.0413854
Os03t0765100-01	813	514.943	234	17.4621
Os06t0134400-01	1528	1229.21	255	7.97174
Os01t0934900-00	792	494.011	14	1.08901
Os07t0656100-01	2329	2030.21	229	4.33445
Os04t0692200-01	1119	820.215	251	11.7594
Os04t0692200-02	321	74.5922	12	6.18199
Os11t0552600-01	1330	1031.21	477	17.775
Os05t0503100-00	1066	767.215	303	15.1763
Os01t0823951-00	352	94.0839	3	1.22531
Os01t0661000-01	1606	1307.21	598	17.579
Os01t0661000-02	1364	1065.21	0	0
Os01t0382200-01	1445	1146.21	0	0
Os09t0474800-01	2832	2533.21	1059.96	16.079
Os09t0474800-02	3383	3084.21	9.03872	0.112617
Os08t0384100-01	1468	1169.21	1117	36.7113
Os01t0362533-01	621	324.549	156	18.4708
Os12t0230200-01	3544	3245.21	16.9491	0.200698
Os12t0230200-02	2385	2086.21	26.0509	0.479849
Os03t0341000-01	1164	865.215	389	17.2769
Os09t0423400-01	2223	1924.21	160	3.19526
Os09t0423400-02	1904	1605.21	0	0
Os05t0116800-00	1221	922.215	0	0
Os02t0582400-01	1050	751.215	1013.58	51.8481
Os02t0582400-02	987	688.238	286.423	15.9923
Os07t0516300-01	935	636.459	1339	80.8445
Os07t0206700-02	2884	2585.21	13.0243	0.193596
Os07t0206700-01	1524	1225.21	2821.98	88.5078
Os02t0749300-02	927	628.48	275.58	16.8499
Os02t0749300-01	1354	1055.21	140.42	5.11361
Os02t0753000-01	1423	1124.21	6	0.205089
Os09t0453300-01	1491	1192.21	25	0.805798
Os09t0453300-02	1391	1092.21	0	0
Os03t0647500-02	1907	1608.21	683.41	16.3297
Os03t0647500-01	1481	1182.21	93.5897	3.04209
Os11t0579100-01	2780	2481.21	114	1.76555
Os10t0131500-00	1158	859.215	0	0
Os07t0580500-01	1206	907.215	1005	42.5693
Os10t0571900-00	1182	883.215	22	0.957187
Os03t0652050-00	2701	2402.21	9.76428	0.156196
Os01t0229600-01	943	644.395	71	4.23396
Os09t0476401-00	393	122.801	0	0
Os01t0699950-01	3144	2845.21	0	0
Os08t0338900-01	2256	1957.21	321.635	6.31488
Os08t0338900-02	2232	1933.21	77.3651	1.53782
Os10t0372100-01	3629	3330.21	194	2.23857
Os03t0777100-01	1847	1548.21	535	13.2789
Os09t0411900-01	1230	931.215	5	0.206329
Os02t0164400-00	560	265.794	24	3.46981
Os07t0546600-01	1748	1449.21	90	2.38644
Os05t0144300-01	3738	3439.21	873	9.75428
Os04t0404000-01	516	224.608	0	0
Os06t0542200-01	1691	1392.21	65	1.7941
Os08t0107700-01	1362	1063.21	34.928	1.26239
Os01t0750666-00	1201	902.215	2.26627	0.0965256
Os12t0135200-01	1463	1164.21	68	2.24448
Os05t0169900-01	1653	1354.21	108.609	3.08191
Os07t0567801-01	1119	820.215	73.5258	3.44471
Os03t0194300-01	1781	1482.21	113.573	2.94445
Os11t0194600-01	1244	945.215	0	0
Os03t0107100-00	1260	961.215	4	0.159912
Os07t0249700-01	1573	1274.21	753	22.7087
Os09t0545051-00	845	546.819	2.04286	0.143561
Os03t0796700-00	715	417.372	19	1.74933
Os05t0391200-01	1605	1306.21	484	14.2387
Os02t0719700-01	888	589.684	157	10.2311
Os02t0699150-00	802	503.977	0.644295	0.0491263
Os07t0547700-00	1737	1438.21	5	0.133594
Os04t0543900-01	2948	2649.21	26.8389	0.389303
Os04t0543900-02	1884	1585.21	1992.16	48.2922
Os02t0257100-01	765	467.075	0	0
Os04t0415000-01	830	531.908	824	59.5293
Os11t0449600-01	531	238.439	0	0
Os02t0805400-01	549	255.325	20	3.01008
Os02t0183500-00	1557	1258.21	3	0.0916235
Os01t0833700-01	2041	1742.21	1195.84	26.3761
Os04t0599800-02	2342	2043.21	1557.93	29.3004
Os04t0599800-01	2568	2269.21	16.0708	0.272146
Os06t0248200-01	672	374.77	1	0.102536
Os03t0405100-01	1395	1096.21	1068	37.4383
Os12t0153433-00	665	367.82	125	13.0592
Os05t0418000-01	1761	1462.21	3566	93.7153
Os02t0765400-01	1554	1255.21	1246.24	38.1527
Os06t0696566-01	505	214.742	5	0.894735
Os01t0329800-01	2780	2481.21	990.161	15.3349
Os01t0329800-02	1733	1434.21	29.839	0.799485
Os01t0205100-01	1647	1348.21	318	9.06376
Os12t0112500-01	1689	1390.21	143.704	3.97216
Os07t0622700-01	1509	1210.21	218	6.92205
Os12t0141000-01	2950	2651.21	30	0.434827
Os01t0275900-00	2016	1717.21	53.4643	1.19641
Os01t0127450-00	573	278.152	0	0
Os06t0503400-01	1146	847.215	3160	143.329
Os02t0621850-01	992	693.238	9.57508	0.530763
Os02t0669700-01	1236	937.215	218	8.93836
Os03t0727800-01	1564	1265.21	148	4.49509
Os01t0570700-01	1096	797.215	3181	153.331
Os12t0153600-00	894	595.684	49	3.16097
Os01t0226600-02	2555	2256.21	46.6364	0.794301
Os01t0226600-01	2776	2477.21	32.3636	0.502035
Os10t0456400-02	2229	1930.21	1045.66	20.8173
Os10t0456400-01	2287	1988.21	1813.34	35.0474
Os05t0150400-01	2391	2092.21	620	11.3874
Os07t0488400-01	2064	1765.21	2	0.0435384
Os01t0881966-02	2735	2436.21	150	2.36601
Os01t0881966-01	2770	2471.21	0	0
Os11t0152700-01	2026	1727.21	309.894	6.89457
Os11t0152700-02	1908	1609.21	70.106	1.6741
Os07t0439000-01	2786	2487.21	233	3.59984
Os03t0403501-00	1492	1193.21	0	0
Os09t0110100-01	2645	2346.21	227	3.71791
Os04t0636200-01	1577	1278.21	40	1.20253
Os03t0577000-01	1084	785.215	16037	784.829
Os01t0564600-00	1194	895.215	0	0
Os11t0512000-01	1360	1061.21	0	0
Os01t0164800-01	5396	5097.21	322	2.42752
Os07t0693500-02	884	585.704	12.0007	0.787349
Os07t0693500-01	2983	2684.21	2209	31.6242
Os02t0813083-00	345	89.5177	42	18.0294
Os08t0192950-00	1461	1162.21	6.74029	0.22286
Os10t0181600-01	1236	937.215	0	0
Os10t0181600-02	1252	953.215	0	0
Os11t0109950-00	645	348.109	7.10747	0.784585
Os02t0510400-01	700	402.496	19	1.81398
Os02t0668900-00	1116	817.215	2	0.0940447
Os03t0379100-01	2539	2240.21	687	11.7844
Os05t0579200-01	2180	1881.21	28	0.571953
Os02t0689550-00	1340	1041.21	67.2704	2.4827
Os12t0612400-01	3061	2762.21	161.101	2.24121
Os12t0612400-02	2238	1939.21	298.899	5.92296
Os03t0143000-01	2617	2318.21	224	3.71308
Os08t0547900-01	1915	1616.21	201.257	4.78511
Os01t0837600-01	680	382.707	5	0.502047
Os04t0357300-01	2271	1972.21	27	0.526078
Os02t0282600-01	2466	2167.21	190	3.36893
Os05t0190000-00	1015	716.215	107	5.74091
Os04t0480600-01	846	547.819	2	0.140292
Os07t0250100-00	1536	1237.21	9	0.279536
Os01t0221700-00	1008	709.215	6	0.325098
Os03t0196900-01	976	677.283	268	15.2056
Os03t0182700-02	1044	745.215	2266	116.847
Os05t0324100-01	685	387.668	34	3.37023
Os01t0290700-01	730	432.301	747	66.401
Os07t0212200-01	1521	1222.21	1	0.0314408
Os07t0530300-01	1043	744.215	454	23.4422
Os07t0156732-01	2244	1945.21	320.446	6.33036
Os11t0208800-01	2373	2074.21	18.9982	0.351965
Os07t0559550-00	424	146.414	0	0
Os03t0804500-01	856	557.8	120	8.26691
Os03t0158000-01	1046	747.215	14	0.719984
Os07t0561800-01	989	690.238	320.262	17.8298
Os07t0561800-02	1376	1077.21	35.7379	1.27487
Os02t0118400-02	1859	1560.21	31.0221	0.764059
Os02t0118400-01	1800	1501.21	360.978	9.24013
Os08t0372166-00	1145	846.215	6	0.272465
Os03t0701000-02	1560	1261.21	217.299	6.62078
Os03t0701000-01	3795	3496.21	380.701	4.18433
Os05t0378900-03	242	37.2244	0	0
Os05t0378900-01	2761	2462.21	602.395	9.40148
Os05t0378900-02	1461	1162.21	371.605	12.2867
Os01t0200400-01	1166	867.215	419	18.5664
Os10t0560200-01	1081	782.215	101	4.96176
Os02t0551900-01	1544	1245.21	653	20.1516
Os08t0150150-01	4091	3792.21	81	0.820791
Os08t0238500-00	835	536.837	0	0
Os05t0127300-02	2042	1743.21	659.648	14.5413
Os05t0127300-01	2479	2180.21	1606.35	28.3127
Os03t0756300-01	819	520.926	1508	111.241
Os09t0494800-00	741	443.227	0	0
Os02t0737300-00	405	131.868	1	0.291408
Os01t0976600-01	1355	1056.21	882	32.089
Os02t0213100-01	580	284.904	0	0
Os12t0244100-03	1667	1368.21	806.445	22.6496
Os12t0244100-04	1293	994.215	849.093	32.8182
Os12t0244100-02	2201	1902.21	56.5641	1.14267
Os12t0244100-01	2459	2160.21	1050.9	18.6941
Os03t0756000-01	946	647.395	10590.9	628.643
Os06t0139200-02	429	150.21	7	1.79077
Os06t0139200-01	1422	1123.21	227	7.76611
Os05t0205050-00	648	351.062	103	11.2744
Os04t0507950-01	591	295.464	6	0.780346
Os05t0258000-00	984	685.238	24	1.34589
Os09t0499600-01	3135	2836.21	452	6.12406
Os12t0614800-00	1254	955.215	0	0
Os12t0533800-01	1564	1265.21	39	1.18452
Os01t0668100-01	1040	741.215	24	1.24425
Os03t0803000-01	1126	827.215	3919	182.053
Os11t0600900-01	1009	710.215	50	2.70533
Os03t0790500-01	1322	1023.21	646	24.2609
Os12t0607800-01	1768	1469.21	0	0
Os06t0260250-00	1362	1063.21	266.034	9.61518
Os02t0118200-01	1609	1310.21	909	26.6601
Os08t0498400-01	1149	850.215	267.897	12.1082
Os08t0498400-02	1465	1166.21	116.103	3.82566
Os01t0676900-01	784	486.044	4	0.316246
Os05t0486200-01	728	430.301	1206	107.7
Os03t0639233-00	345	89.5177	0	0
Os05t0519600-01	961	662.351	1.12412	0.0652177
Os05t0519600-02	2089	1790.21	94.8759	2.03653
Os05t0230501-01	239	36.2143	54	57.2998
Os04t0382700-01	3323	3024.21	359.481	4.56777
Os04t0382700-02	819	520.926	101.519	7.48876
Os03t0267100-01	4022	3723.21	96.7716	0.998781
Os07t0525100-01	1458	1159.21	0	0
Os03t0563600-01	1404	1105.21	704	24.4775
Os03t0178200-02	1000	701.215	0.0157726	0.000864356
Os03t0178200-01	1071	772.215	20.9842	1.04423
Os07t0102100-02	2916	2617.21	0	0
Os07t0102100-01	3152	2853.21	0	0
Os08t0179900-01	1135	836.215	1172	53.858
Os02t0176900-00	999	700.215	19	1.04271
Os07t0692900-01	3521	3222.21	987	11.7707
Os12t0239900-01	553	259.141	15	2.22431
Os04t0560200-01	753	455.152	232	19.5872
Os08t0531200-01	3155	2856.21	616	8.28763
Os11t0689100-01	3777	3478.21	335	3.70108
Os11t0689100-02	2265	1966.21	0	0
Os12t0577900-00	1526	1227.21	0	0
Os01t0172900-00	888	589.684	0	0
Os03t0193700-00	682	384.707	88.2613	8.81618
Os11t0575200-00	1308	1009.21	0	0
Os01t0159600-01	851	552.819	1926	133.879
Os05t0403400-01	1328	1029.21	277	10.3422
Os01t0217400-00	1273	974.215	6	0.236667
Os11t0543900-01	1783	1484.21	1	0.0258907
Os11t0111800-00	486	197.842	7	1.35962
Os09t0380200-01	1203	904.215	271	11.517
Os08t0193100-02	1884	1585.21	45.0345	1.09169
Os08t0193100-01	1505	1206.21	5.96546	0.190046
Os08t0154250-01	2009	1710.21	20.9166	0.469981
Os09t0453100-01	2765	2466.21	4834.19	75.324
Os03t0644000-01	2307	2008.21	279	5.33869
Os12t0284800-00	844	545.819	80	5.63225
Os11t0160700-01	3156	2857.21	144	1.93669
Os11t0160700-02	2232	1933.21	0	0
Os01t0764300-01	1732	1433.21	324	8.68709
Os03t0113000-02	1634	1335.21	1.20199e-008	3.45931e-010
Os03t0113000-01	1609	1310.21	5	0.146645
Os09t0494300-02	1747	1448.21	1015.08	26.9344
Os09t0494300-01	1315	1016.21	17.922	0.677707
Os09t0503700-01	1900	1601.21	49	1.17594
Os03t0348200-00	1674	1375.21	0	0
Os02t0817050-00	2550	2251.21	6.3445	0.108298
Os08t0554699-00	677	379.72	0	0
Os01t0514700-01	2616	2317.21	1125.69	18.6677
Os04t0544100-01	2711	2412.21	267	4.25339
Os09t0526800-02	3192	2893.21	146.177	1.94151
Os09t0526800-01	1099	800.215	908.823	43.6429
Os03t0321000-01	1035	736.215	880	45.9323
Os03t0821000-00	1420	1121.21	0	0
Os04t0174850-00	494	204.879	191	35.8243
Os05t0588700-01	3023	2724.21	63	0.888668
Os04t0456100-01	756	458.137	1	0.0838774
Os10t0357700-01	1831	1532.21	186	4.66481
Os08t0282200-01	2243	1944.21	192	3.79487
Os11t0617800-01	781	483.044	127	10.1032
Os03t0128500-01	1983	1684.21	422	9.62843
Os02t0763900-01	1852	1553.21	302	7.47164
Os09t0568700-01	1035	736.215	34	1.77466
Os09t0279400-01	1154	855.215	0	0
Os01t0228300-01	991	692.238	472	26.2016
Os01t0727200-00	789	491.011	25	1.95654
Os02t0208500-01	673	375.745	0	0
