target_id	length	eff_length	est_counts	tpm
Os04t0615500-01	2440	2144.07	334.149	6.45497
Os01t0606200-00	288	57.8314	2	1.43238
Os01t0647700-01	2521	2225.07	608	11.3176
Os04t0280251-00	3147	2851.07	2.74068	0.0398148
Os05t0451100-01	2070	1774.07	1618.32	37.7823
Os04t0516200-01	986	690.083	0	0
Os03t0799300-01	671	376.484	0	0
Os08t0556300-01	809	513.741	36	2.90236
Os02t0128800-03	937	641.281	0	0
Os02t0128800-01	1375	1079.07	322.325	12.372
Os02t0128800-02	1337	1041.07	770.675	30.661
Os06t0298700-00	1158	862.065	0	0
Os04t0572100-01	1879	1583.07	10.234	0.267755
Os10t0558400-00	1194	898.065	0	0
Os01t0816400-01	1379	1083.07	0	0
Os01t0816400-02	6579	6283.07	3546	23.3754
Os09t0569700-01	1502	1206.07	112	3.84627
Os01t0848475-00	1973	1677.07	35.1551	0.868222
Os04t0481050-01	2877	2581.07	8.77753	0.140853
Os01t0688200-01	1296	1000.07	377	15.6137
Os08t0324600-00	825	529.689	52	4.06607
Os05t0237100-01	997	701.065	236	13.9427
Os04t0613500-00	315	72.7117	0	0
Os02t0177800-02	2273	1977.07	1353.46	28.3542
Os02t0177800-01	1378	1082.07	23.5377	0.900953
Os02t0571300-01	2887	2591.07	0	0
Os09t0524300-00	1961	1665.07	0	0
Os06t0176000-01	1077	781.065	125.575	6.65899
Os09t0409000-01	977	681.117	2	0.121619
Os02t0106966-00	847	551.58	40	3.00361
Os12t0180600-00	1983	1687.07	3	0.0736515
Os04t0510200-01	1515	1219.07	430	14.6095
Os01t0596600-00	1188	892.065	0	0
Os12t0534200-01	823	527.689	269	21.1138
Os11t0596000-00	6336	6040.07	0	0
Os12t0609600-01	1092	796.065	1	0.0520288
Os02t0698100-01	1484	1188.07	98	3.41648
Os03t0780600-02	397	127.599	75.672	24.5629
Os03t0780600-01	1738	1442.07	1765.09	50.6962
Os02t0208675-00	1209	913.065	167	7.57543
Os05t0465400-01	1096	800.065	0	0
Os11t0528300-01	835	539.649	912	69.9965
Os03t0793950-00	474	190.179	0	0
Os10t0567900-01	1813	1517.07	121.708	3.32282
Os06t0472700-02	1629	1333.07	514.616	15.9891
Os06t0472700-01	1717	1421.07	694.384	20.2385
Os10t0351200-00	1610	1314.07	0	0
Os01t0646700-03	539	248.61	44.2654	7.37459
Os01t0646700-02	1622	1326.07	201.814	6.30346
Os01t0646700-01	2881	2585.07	1046.45	16.7664
Os03t0626800-01	1492	1196.07	663.165	22.9646
Os03t0626800-02	1391	1095.07	198.835	7.52048
Os04t0403400-01	3288	2992.07	174	2.40863
Os10t0410600-02	1225	929.065	1241.04	55.3263
Os10t0410600-01	566	274.03	49.9608	7.55134
Os09t0306800-01	2320	2024.07	741	15.163
Os03t0818000-00	1224	928.065	418	18.6548
Os04t0578800-02	1742	1446.07	229.746	6.5804
Os04t0578800-01	2284	1988.07	751.943	15.6656
Os05t0447500-00	1944	1648.07	653	16.4109
Os11t0702700-02	1867	1571.07	178.294	4.7004
Os11t0702700-01	1911	1615.07	36.706	0.941325
Os12t0165700-01	1642	1346.07	1255.09	38.6189
Os03t0575200-01	2904	2608.07	385	6.11413
Os04t0348400-01	1770	1474.07	245	6.88402
Os02t0694800-01	1565	1269.07	62	2.02349
Os01t0633900-01	1252	956.065	59	2.55598
Os04t0581000-01	1361	1065.07	75	2.9166
Os07t0495200-01	933	637.312	3235.95	210.301
Os01t0852100-01	2122	1826.07	11.7489	0.266485
Os01t0127200-01	2288	1992.07	2	0.0415833
Os01t0604000-01	1388	1092.07	9.10271	0.345235
Os02t0744650-00	1206	910.065	200.657	9.13218
Os09t0455900-01	1083	787.065	0	0
Os04t0521900-01	776	480.828	9	0.775257
Os01t0510500-01	2012	1716.07	627	15.133
Os05t0214100-01	892	596.452	9.08832	0.631103
Os05t0214100-02	3242	2946.07	947.912	13.3266
Os06t0529800-01	1678	1382.07	1464	43.8738
Os04t0502200-01	3810	3514.07	1503	17.715
Os05t0445100-02	894	598.452	59.5365	4.12047
Os05t0445100-01	2396	2100.07	0	0
Os06t0598900-02	347	92.6723	0	0
Os06t0598900-01	1806	1510.07	4243	116.378
Os08t0481100-01	1773	1477.07	48	1.34597
Os09t0508200-01	1088	792.065	5.38811	0.281752
Os01t0116900-00	1548	1252.07	42	1.38936
Os06t0332450-00	1286	990.065	5.38466	0.225262
Os03t0765100-01	813	517.715	285	22.8006
Os06t0134400-01	1528	1232.07	428.611	14.4086
Os01t0934900-00	792	496.791	17	1.41732
Os07t0656100-01	2329	2033.07	162	3.30032
Os04t0692200-01	1119	823.065	341	17.1598
Os04t0692200-02	321	76.2052	11	5.97862
Os11t0552600-01	1330	1034.07	539	21.589
Os05t0503100-00	1066	770.065	181	9.73517
Os01t0823951-00	352	95.9371	2	0.863447
Os01t0661000-01	1606	1310.07	617	19.5067
Os01t0661000-02	1364	1068.07	0	0
Os01t0382200-01	1445	1149.07	0	0
Os09t0474800-01	2832	2536.07	854.578	13.9567
Os09t0474800-02	3383	3087.07	38.4217	0.515494
Os08t0384100-01	1468	1172.07	1069	37.7762
Os01t0362533-01	621	327.319	127	16.0704
Os12t0230200-01	3544	3248.07	26.1645	0.333642
Os12t0230200-02	2385	2089.07	26.6316	0.528005
Os03t0341000-01	1164	868.065	60	2.8628
Os09t0423400-01	2223	1927.07	98	2.10631
Os09t0423400-02	1904	1608.07	0	0
Os05t0116800-00	1221	925.065	0.999805	0.0447647
Os02t0582400-01	1050	754.065	940.509	51.6591
Os02t0582400-02	987	691.083	261.491	15.6718
Os07t0516300-01	935	639.281	1124	72.8228
Os07t0206700-02	2884	2588.07	32.4468	0.519264
Os07t0206700-01	1524	1228.07	4144.55	139.781
Os02t0749300-02	927	631.36	299.849	19.6706
Os02t0749300-01	1354	1058.07	172.151	6.73893
Os02t0753000-01	1423	1127.07	32	1.17596
Os09t0453300-01	1491	1195.07	44.0149	1.52546
Os09t0453300-02	1391	1095.07	1.98513	0.075083
Os03t0647500-02	1907	1611.07	835.365	21.4761
Os03t0647500-01	1481	1185.07	82.6347	2.8881
Os11t0579100-01	2780	2484.07	92	1.53397
Os10t0131500-00	1158	862.065	0	0
Os07t0580500-01	1206	910.065	583	26.5331
Os10t0571900-00	1182	886.065	24	1.12186
Os03t0652050-00	2701	2405.07	18.3443	0.315913
Os01t0229600-01	943	647.232	76	4.86347
Os09t0476401-00	393	124.61	0	0
Os01t0699950-01	3144	2848.07	0	0
Os08t0338900-01	2256	1960.07	436.992	9.23411
Os08t0338900-02	2232	1936.07	0.00837738	0.000179218
Os10t0372100-01	3629	3333.07	222	2.75868
Os03t0777100-01	1847	1551.07	727	19.4132
Os09t0411900-01	1230	934.065	15	0.66513
Os02t0164400-00	560	268.338	4	0.617404
Os07t0546600-01	1748	1452.07	90	2.56714
Os05t0144300-01	3738	3442.07	1269	15.2699
Os04t0404000-01	516	227.401	2	0.364275
Os06t0542200-01	1691	1395.07	99	2.93923
Os08t0107700-01	1362	1066.07	13.1322	0.510207
Os01t0750666-00	1201	905.065	7.93708	0.363223
Os12t0135200-01	1463	1167.07	35	1.24213
Os05t0169900-01	1653	1357.07	97.7493	2.98336
Os07t0567801-01	1119	823.065	72	3.62319
Os03t0194300-01	1781	1485.07	86	2.39853
Os11t0194600-01	1244	948.065	1	0.0436872
Os03t0107100-00	1260	964.065	4	0.171849
Os07t0249700-01	1573	1277.07	793	25.7189
Os09t0545051-00	845	549.607	2	0.15072
Os03t0796700-00	715	420.118	31	3.05621
Os05t0391200-01	1605	1309.07	533	16.8639
Os02t0719700-01	888	592.452	93	6.50162
Os02t0699150-00	802	506.753	0	0
Os07t0547700-00	1737	1441.07	4	0.114966
Os04t0543900-01	2948	2652.07	51.5032	0.804346
Os04t0543900-02	1884	1588.07	1549.5	40.4124
Os02t0257100-01	765	469.863	0	0
Os04t0415000-01	830	534.662	668	51.7475
Os11t0449600-01	531	241.215	1	0.171707
Os02t0805400-01	549	257.911	14	2.24828
Os02t0183500-00	1557	1261.07	3	0.0985318
Os01t0833700-01	2041	1745.07	1635.93	38.8281
Os04t0599800-02	2342	2046.07	2164.01	43.8058
Os04t0599800-01	2568	2272.07	24.9934	0.455614
Os06t0248200-01	672	377.484	0	0
Os03t0405100-01	1395	1099.07	968	36.4791
Os12t0153433-00	665	370.503	75	8.38421
Os05t0418000-01	1761	1465.07	3940.75	111.408
Os02t0765400-01	1554	1258.07	420	13.8273
Os06t0696566-01	505	217.432	5	0.952442
Os01t0329800-01	2780	2484.07	1383.88	23.0743
Os01t0329800-02	1733	1437.07	37.1154	1.06972
Os01t0205100-01	1647	1351.07	413	12.6609
Os12t0112500-01	1689	1393.07	165	4.90575
Os07t0622700-01	1509	1213.07	197	6.72627
Os12t0141000-01	2950	2654.07	7	0.109239
Os01t0275900-00	2016	1720.07	37	0.890942
Os01t0127450-00	573	280.729	1	0.147539
Os06t0503400-01	1146	850.065	3546	172.774
Os02t0621850-01	992	696.083	6.9833	0.41552
Os02t0669700-01	1236	940.065	259	11.4113
Os03t0727800-01	1564	1268.07	64	2.09041
Os01t0570700-01	1096	800.065	2628	136.048
Os12t0153600-00	894	598.452	99	6.85169
Os01t0226600-02	2555	2259.07	16.6575	0.305403
Os01t0226600-01	2776	2480.07	30.3425	0.506735
Os10t0456400-02	2229	1933.07	826.569	17.7103
Os10t0456400-01	2287	1991.07	1628.43	33.8748
Os05t0150400-01	2391	2095.07	583	11.5256
Os07t0488400-01	2064	1768.07	0	0
Os01t0881966-02	2735	2439.07	193.295	3.28239
Os01t0881966-01	2770	2474.07	42.7049	0.714923
Os11t0152700-01	2026	1730.07	260.306	6.23181
Os11t0152700-02	1908	1612.07	94.6941	2.43295
Os07t0439000-01	2786	2490.07	431	7.16901
Os03t0403501-00	1492	1196.07	1	0.0346288
Os09t0110100-01	2645	2349.07	147	2.59188
Os04t0636200-01	1577	1281.07	24	0.775948
Os03t0577000-01	1084	788.065	14993	787.987
Os01t0564600-00	1194	898.065	0	0
Os11t0512000-01	1360	1064.07	0	0
Os01t0164800-01	5396	5100.07	431	3.50021
Os07t0693500-02	884	588.452	37.8725	2.66566
Os07t0693500-01	2983	2687.07	2687	41.4173
Os02t0813083-00	345	91.3728	35	15.8651
Os08t0192950-00	1461	1165.07	16.8988	0.600757
Os10t0181600-01	1236	940.065	0	0
Os10t0181600-02	1252	956.065	0	0
Os11t0109950-00	645	350.854	8.08984	0.955006
Os02t0510400-01	700	405.19	10	1.02219
Os02t0668900-00	1116	820.065	0	0
Os03t0379100-01	2539	2243.07	868	16.0277
Os05t0579200-01	2180	1884.07	41	0.901323
Os02t0689550-00	1340	1044.07	50.5291	2.0045
Os12t0612400-01	3061	2765.07	288.938	4.32804
Os12t0612400-02	2238	1942.07	481.062	10.2596
Os03t0143000-01	2617	2321.07	327	5.83516
Os08t0547900-01	1915	1619.07	55.702	1.42495
Os01t0837600-01	680	385.379	9	0.967268
Os04t0357300-01	2271	1975.07	25	0.524265
Os02t0282600-01	2466	2170.07	110	2.09948
Os05t0190000-00	1015	719.065	52	2.99521
Os04t0480600-01	846	550.594	3	0.225675
Os07t0250100-00	1536	1240.07	14	0.467602
Os01t0221700-00	1008	712.065	10	0.581665
Os03t0196900-01	976	680.117	251	15.2856
Os03t0182700-02	1044	748.065	2391	132.383
Os05t0324100-01	685	390.36	64	6.79059
Os01t0290700-01	730	435.011	803	76.4554
Os07t0212200-01	1521	1225.07	2	0.0676182
Os07t0530300-01	1043	747.065	566	31.3798
Os07t0156732-01	2244	1948.07	375.144	7.97604
Os11t0208800-01	2373	2077.07	32.4945	0.647965
Os07t0559550-00	424	148.498	0	0
Os03t0804500-01	856	560.552	66	4.87664
Os03t0158000-01	1046	750.065	7	0.386537
Os07t0561800-01	989	693.083	436.998	26.1148
Os07t0561800-02	1376	1080.07	61.9243	2.37467
Os02t0118400-02	1859	1563.07	45.7383	1.21198
Os02t0118400-01	1800	1504.07	449.262	12.3716
Os08t0372166-00	1145	849.065	17	0.829278
Os03t0701000-02	1560	1264.07	238.933	7.82887
Os03t0701000-01	3795	3499.07	670.067	7.93156
Os05t0378900-03	242	37.5463	0	0
Os05t0378900-01	2761	2465.07	558.965	9.3918
Os05t0378900-02	1461	1165.07	259.035	9.20873
Os01t0200400-01	1166	870.065	349	16.6137
Os10t0560200-01	1081	785.065	94	4.95923
Os02t0551900-01	1544	1248.07	745	24.7236
Os08t0150150-01	4091	3795.07	104	1.13503
Os08t0238500-00	835	539.649	0	0
Os05t0127300-02	2042	1746.07	283.897	6.73431
Os05t0127300-01	2479	2183.07	884.103	16.7737
Os03t0756300-01	819	523.702	1886	149.159
Os09t0494800-00	741	445.967	0	0
Os02t0737300-00	405	133.691	0	0
Os01t0976600-01	1355	1059.07	1049	41.0247
Os02t0213100-01	580	287.45	0	0
Os12t0244100-03	1667	1371.07	1254.43	37.895
Os12t0244100-04	1293	997.065	1067.09	44.327
Os12t0244100-02	2201	1905.07	510.259	11.0936
Os12t0244100-01	2459	2163.07	1384.22	26.505
Os03t0756000-01	946	650.216	10735.8	683.865
Os06t0139200-02	429	152.504	23	6.24655
Os06t0139200-01	1422	1126.07	324	11.9172
Os05t0205050-00	648	353.775	58	6.79037
Os04t0507950-01	591	298.081	5	0.694749
Os05t0258000-00	984	688.083	16	0.963101
Os09t0499600-01	3135	2839.07	523	7.6299
Os12t0614800-00	1254	958.065	0	0
Os12t0533800-01	1564	1268.07	83	2.711
Os01t0668100-01	1040	744.065	22	1.22463
Os03t0803000-01	1126	830.065	4036	201.387
Os11t0600900-01	1009	713.065	28	1.62638
Os03t0790500-01	1322	1026.07	469	18.9317
Os12t0607800-01	1768	1472.07	2	0.0562724
Os06t0260250-00	1362	1066.07	136.122	5.28857
Os02t0118200-01	1609	1313.07	994	31.354
Os08t0498400-01	1149	853.065	534.864	25.9689
Os08t0498400-02	1465	1169.07	184.136	6.52368
Os01t0676900-01	784	488.803	0	0
Os05t0486200-01	728	433.033	1087	103.968
Os03t0639233-00	345	91.3728	5	2.26645
Os05t0519600-01	961	665.134	7.42265	0.462213
Os05t0519600-02	2089	1793.07	106.577	2.46185
Os05t0230501-01	239	36.4159	47	53.4563
Os04t0382700-01	3323	3027.07	488.541	6.68454
Os04t0382700-02	819	523.702	113.459	8.97321
Os03t0267100-01	4022	3726.07	138.43	1.53876
Os07t0525100-01	1458	1162.07	0	0
Os03t0563600-01	1404	1108.07	530	19.8108
Os03t0178200-02	1000	704.065	0	0
Os03t0178200-01	1071	775.065	17	0.908455
Os07t0102100-02	2916	2620.07	0	0
Os07t0102100-01	3152	2856.07	1	0.0145019
Os08t0179900-01	1135	839.065	1039	51.2876
Os02t0176900-00	999	703.065	17	1.00149
Os07t0692900-01	3521	3225.07	1265.66	16.2545
Os12t0239900-01	553	261.68	29	4.59007
Os04t0560200-01	753	457.922	237	21.4363
Os08t0531200-01	3155	2859.07	704.91	10.2118
Os11t0689100-01	3777	3481.07	391	4.65219
Os11t0689100-02	2265	1969.07	0	0
Os12t0577900-00	1526	1230.07	0	0
Os01t0172900-00	888	592.452	0	0
Os03t0193700-00	682	387.369	58.2491	6.22811
Os11t0575200-00	1308	1012.07	1	0.0409246
Os01t0159600-01	851	555.58	852	63.5164
Os05t0403400-01	1328	1032.07	224	8.98946
Os01t0217400-00	1273	977.065	7	0.296734
Os11t0543900-01	1783	1487.07	5.16663	0.143903
Os11t0111800-00	486	200.611	5	1.0323
Os09t0380200-01	1203	907.065	226	10.3196
Os08t0193100-02	1884	1588.07	38.1585	0.995211
Os08t0193100-01	1505	1209.07	5.84152	0.20011
Os08t0154250-01	2009	1713.07	50.3409	1.21714
Os09t0453100-01	2765	2469.07	6641.48	111.41
Os03t0644000-01	2307	2011.07	357	7.35249
Os12t0284800-00	844	548.621	119	8.98394
Os11t0160700-01	3156	2860.07	254	3.67833
Os11t0160700-02	2232	1936.07	0	0
Os01t0764300-01	1732	1436.07	377	10.8733
Os03t0113000-02	1634	1338.07	0	0
Os03t0113000-01	1609	1313.07	1	0.0315432
Os09t0494300-02	1747	1451.07	1035.9	29.5682
Os09t0494300-01	1315	1019.07	20.0968	0.816804
Os09t0503700-01	1900	1604.07	82	2.11731
Os03t0348200-00	1674	1378.07	0	0
Os02t0817050-00	2550	2254.07	6.59593	0.1212
Os08t0554699-00	677	382.417	2	0.216613
Os01t0514700-01	2616	2320.07	1099.52	19.6289
Os04t0544100-01	2711	2415.07	390	6.68849
Os09t0526800-02	3192	2896.07	69.8792	0.999383
Os09t0526800-01	1099	803.065	659.121	33.9943
Os03t0321000-01	1035	739.065	797	44.6651
Os03t0821000-00	1420	1124.07	0	0
Os04t0174850-00	494	207.687	138	27.5209
Os05t0588700-01	3023	2727.07	79	1.19984
Os04t0456100-01	756	460.922	0	0
Os10t0357700-01	1831	1535.07	225	6.07083
Os08t0282200-01	2243	1947.07	227	4.82878
Os11t0617800-01	781	485.816	70	5.96787
Os03t0128500-01	1983	1687.07	522	12.8154
Os02t0763900-01	1852	1556.07	346	9.2096
Os09t0568700-01	1035	739.065	9	0.504374
Os09t0279400-01	1154	858.065	0	0
Os01t0228300-01	991	695.083	479	28.5425
