target_id	length	eff_length	est_counts	tpm
transcript-rps13	351	101.853	2	0.766088
transcript-rpl2-2	840	563.08	4	0.27715
transcript-orf165	498	227.056	1	0.171827
transcript-atp9	225	30.9419	106.993	134.906
transcript-rps7-3	447	180.844	4	0.862941
transcript-cox2	388	130.804	6	1.78959
transcript-orf181	546	272.429	3	0.429627
transcript-atp1	1530	1252.67	57	1.77527
transcript-nad9	573	298.503	7	0.9149
transcript-orfB	468	199.629	8.62407	1.68544
transcript-atp6	1005	727.665	23	1.23316
transcript-rps1	519	246.657	0	0
transcript-nad3	468	199.629	6	1.1726
transcript-orf161	486	215.991	0	0
transcript-ccmB	621	345.331	5	0.564883
transcript-nad4L	303	69.0105	1	0.565339
transcript-nad4	461	193.379	4	0.807001
transcript-orf258	777	500.292	1	0.0779832
transcript-orf173	522	249.489	40	6.25507
transcript-orf152b	459	191.559	0	0
transcript-orf288	867	589.983	2	0.132256
transcript-orfX	810	533.172	4	0.292696
transcript-orf153	462	194.286	2	0.401618
transcript-rps4	1059	781.665	5	0.249559
transcript-orf176	531	258.036	0	0
transcript-rps19-2	282	56.7828	2	1.37416
transcript-ccmFc	749	472.34	6	0.495588
transcript-cox3	843	566.061	6	0.413535
transcript-ccmFn	1785	1507.67	3	0.077632
transcript-orf160	483	213.261	1	0.182941
transcript-orf183	552	278.198	6	0.841438
transcript-nad1	386	129.179	5	1.51009
transcript-ccmC	723	446.4	0	0
transcript-rpl5	567	292.731	16	2.13243
transcript-orf194	585	310.147	0	0
transcript-orf25	594	318.883	12	1.46816
transcript-orf241	726	449.355	1	0.086823
transcript-cob	1194	916.665	8	0.340489
transcript-orf152a	459	191.559	4	0.814671
transcript-nad5	231	33.1175	3	3.53417
transcript-orf162	489	218.761	4	0.713369
transcript-orf187	564	289.79	4	0.53852
transcript-rps12-2	378	122.767	10	3.17791
transcript-rps2-2	1452	1174.67	26	0.863542
transcript-nad7	143	53.5132	5	3.6453
transcript-orf284	855	578.042	8	0.539952
transcript-mat-r	2037	1759.67	9	0.199543
transcript-rps3-2	74	25.4286	0	0
Os09t0508300-01	2067	1789.67	2228	48.57
Os03t0181550-00	1473	1195.67	122.321	3.99131
Os07t0593000-01	770	493.292	110	8.69987
Os04t0597700-01	1914	1636.67	4.68009e-005	1.11563e-006
Os06t0608300-02	2055	1777.67	1300.44	28.5406
Os06t0608300-01	3519	3241.67	429.565	5.16993
Os04t0618100-01	619	343.354	11	1.2499
Os06t0225600-01	889	611.863	11	0.701395
Os01t0873800-01	4471	4193.67	168	1.56293
Os06t0237950-00	761	484.292	67.1869	5.41255
Os12t0149700-01	1544	1266.67	291	8.96304
Os12t0141800-01	2251	1973.67	1	0.0197675
Os06t0492750-00	1481	1203.67	43.3467	1.40499
Os07t0544900-01	1121	843.665	977	45.1803
Os06t0662225-00	592	316.926	0	0
Os12t0510900-01	488	217.806	39	6.98586
Os03t0782300-01	1146	868.665	0	0
Os09t0427100-01	1358	1080.67	67	2.41885
Os05t0167600-01	1417	1139.67	38	1.30086
Os04t0452100-02	2884	2606.67	20.3791	0.305017
Os04t0452100-01	4628	4350.67	11.6209	0.10421
Os08t0248000-00	609	333.536	5	0.58486
Os08t0471850-00	1168	890.665	0	0
Os07t0176600-01	2209	1931.67	0	0
Os06t0230801-00	641	365.057	48	5.12985
Os01t0734100-01	842	565.061	509	35.1436
Os02t0607500-00	1746	1468.67	18	0.478161
Os01t0563000-01	1666	1388.67	1.87186	0.0525896
Os01t0563000-04	2165	1887.67	0	0
Os01t0563000-03	924	646.801	1.12814	0.0680482
Os01t0563000-05	1160	882.665	2	0.0884013
Os01t0563000-02	2287	2009.67	0	0
Os01t0563000-06	828	551.136	0	0
Os01t0973300-01	2914	2636.67	308	4.55743
Os01t0889800-01	1312	1034.67	50	1.88536
Os06t0635500-00	1034	756.665	0	0
Os06t0303501-00	568	293.672	0	0
Os08t0260400-00	1139	861.665	590	26.7139
Os03t0729000-01	1981	1703.67	3	0.0687007
Os08t0538600-01	1718	1440.67	7831	212.07
Os10t0534700-01	2121	1843.67	0	0
Os12t0248600-01	579	304.322	2	0.256402
Os04t0659200-01	2487	2209.67	31	0.547343
Os09t0465800-01	747	470.34	939	77.8894
Os12t0128900-00	534	260.923	0	0
Os05t0433900-00	729	452.355	0	0
Os04t0569300-02	1273	995.665	8.0349e-007	3.14841e-008
Os04t0569300-01	1341	1063.67	142	5.20844
Os05t0400800-01	1311	1033.67	409.195	15.4445
Os05t0400800-02	820	543.154	562.805	40.4259
Os03t0226800-01	3558	3280.67	2	0.0237844
Os01t0878400-01	1760	1482.67	157	4.13125
Os08t0359050-00	606	330.569	1	0.118022
Os01t0544450-01	2811	2533.67	717	11.0406
Os08t0549450-00	466	197.786	6.32653	1.24794
Os02t0749900-01	1389	1111.67	538	18.8813
Os04t0570125-00	1358	1080.67	0	0
Os06t0528600-01	1591	1313.67	149	4.42513
Os02t0832400-01	2632	2354.67	0	0
Os02t0832400-02	2960	2682.67	98	1.42523
Os08t0162900-00	314	76.0359	0	0
Os01t0810300-01	789	512.241	140.031	10.6653
Os12t0124000-05	925	647.801	21.958	1.32244
Os12t0124000-01	937	659.801	0	0
Os12t0124000-03	1024	746.665	0	0
Os12t0124000-02	996	718.665	0	0
Os12t0124000-04	968	690.712	0	0
Os08t0265500-01	3643	3365.67	428	4.96132
Os04t0525900-01	1880	1602.67	1540	37.4889
Os09t0351800-00	627	351.261	0	0
Os05t0533450-00	978	700.689	5	0.2784
Os06t0488125-00	1855	1577.67	0	0
Os06t0520733-00	375	120.374	0	0
Os06t0102600-01	898	620.822	10.6868	0.67159
Os06t0707400-02	2025	1747.67	7	0.156266
Os06t0707400-01	2693	2415.67	0	0
Os07t0546200-01	687	410.643	7	0.665056
Os03t0744650-00	1565	1287.67	828	25.0872
Os12t0190000-01	2086	1808.67	3542.16	76.4072
Os12t0190000-02	1292	1014.67	2634.84	101.311
Os06t0141133-00	1399	1121.67	0	0
Os01t0855700-01	2125	1847.67	22.2895	0.470654
Os08t0543500-01	3880	3602.67	5	0.0541465
Os08t0485600-04	1933	1655.67	147.715	3.48079
Os08t0485600-03	1157	879.665	0	0
Os08t0485600-01	3970	3692.67	287.989	3.0427
Os08t0485600-02	2676	2398.67	257.296	4.18493
Os02t0298100-01	3630	3352.67	363	4.22416
Os01t0932500-01	2410	2132.67	1	0.0182937
Os09t0494200-01	1648	1370.67	157.885	4.494
Os09t0494200-02	1453	1175.67	320.115	10.623
Os01t0923000-01	735	458.34	1062	90.3985
Os09t0347900-01	1691	1413.67	56	1.54549
Os02t0671400-02	460	192.459	13.5231	2.74133
Os02t0671400-03	499	227.994	7.39469	1.26538
Os02t0671400-01	3869	3591.67	230.082	2.49926
Os12t0568500-01	506	234.429	0	0
Os09t0521100-01	1492	1214.67	9	0.289075
Os05t0592350-00	553	279.141	2.05859	0.28772
Os12t0637000-00	1389	1111.67	58	2.03553
Os06t0225100-01	1698	1420.67	97	2.66382
Os07t0432100-00	315	76.7248	0	0
Os06t0522100-00	399	139.633	0	0
Os03t0142900-01	2129	1851.67	1276	26.8852
Os06t0571800-01	983	705.689	0	0
Os06t0571800-03	1782	1504.67	112	2.90404
Os06t0571800-02	1633	1355.67	0	0
Os04t0127800-01	3214	2936.67	146	1.93965
Os02t0119400-01	1049	771.665	708	35.7955
Os06t0251700-01	2760	2482.67	1488.83	23.3965
Os03t0744200-01	979	701.689	253.147	14.0751
Os04t0632750-00	2140	1862.67	0	0
Os09t0482100-01	2409	2131.67	44110.3	807.319
Os10t0108700-01	1504	1226.67	0	0
Os10t0108700-02	1448	1170.67	0	0
Os05t0127200-01	2374	2096.67	0	0
Os05t0127200-02	2217	1939.67	55	1.10627
Os11t0594700-00	498	227.056	17	2.92106
Os07t0120300-00	429	164.939	62	14.6653
Os04t0121300-00	2190	1912.67	0	0
Os06t0731800-01	1301	1023.67	2473.37	94.2662
Os04t0615500-01	2440	2162.67	237.82	4.29026
Os01t0606200-00	288	60.1713	1	0.648388
Os01t0647700-01	2521	2243.67	321	5.58176
Os04t0280251-00	3147	2869.67	3.89051	0.0528932
Os05t0451100-01	2070	1792.67	1831.85	39.8672
Os04t0516200-01	986	708.689	0	0
Os03t0799300-01	671	394.763	1	0.0988297
Os08t0556300-01	809	532.189	18	1.31956
Os02t0128800-03	937	659.801	124.412	7.35656
Os02t0128800-01	1375	1097.67	144.037	5.11951
Os02t0128800-02	1337	1059.67	731.551	26.934
Os06t0298700-00	1158	880.665	0	0
Os04t0572100-01	1879	1601.67	14	0.341021
Os10t0558400-00	1194	916.665	0	0
Os01t0816400-01	1379	1101.67	0	0
Os01t0816400-02	6579	6301.67	2354	14.5739
Os09t0569700-01	1502	1224.67	133	4.237
Os01t0848475-00	1973	1695.67	21.8669	0.503119
Os04t0481050-01	2877	2599.67	25.8983	0.388667
Os01t0688200-01	1296	1018.67	340	13.0218
Os08t0324600-00	825	548.154	34	2.41992
Os05t0237100-01	997	719.665	207	11.2218
Os04t0613500-00	315	76.7248	0	0
Os02t0177800-02	2273	1995.67	1030.18	20.1396
Os02t0177800-01	1378	1100.67	1.81531	0.0643458
Os02t0571300-01	2887	2609.67	0	0
Os09t0524300-00	1961	1683.67	0	0
Os06t0176000-01	1077	799.665	201.808	9.8459
Os09t0409000-01	977	699.689	8	0.446077
Os02t0106966-00	847	570.061	5	0.342194
Os12t0180600-00	1983	1705.67	1	0.0228734
Os04t0510200-01	1515	1237.67	220	6.93496
Os01t0596600-00	1188	910.665	1	0.0428416
Os12t0534200-01	823	546.154	228	16.2871
Os11t0596000-00	6336	6058.67	0	0
Os12t0609600-01	1092	814.665	1	0.04789
Os02t0698100-01	1484	1206.67	164	5.30251
Os03t0780600-02	397	138.062	74.9458	21.1787
Os03t0780600-01	1738	1460.67	1588.4	42.4262
Os02t0208675-00	1209	931.665	209	8.75207
Os05t0465400-01	1096	818.665	0	0
Os11t0528300-01	835	558.099	1129	78.9237
Os03t0793950-00	474	204.969	0	0
Os10t0567900-01	1813	1535.67	11.6388	0.295689
Os06t0472700-02	1629	1351.67	419.845	12.1184
Os06t0472700-01	1717	1439.67	507.155	13.7437
Os10t0351200-00	1610	1332.67	0	0
Os01t0646700-03	539	265.727	43.7029	6.4165
Os01t0646700-02	1622	1344.67	248.617	7.21342
Os01t0646700-01	2881	2603.67	641.108	9.60661
Os03t0626800-01	1492	1214.67	565.24	18.1552
Os03t0626800-02	1391	1113.67	173.76	6.08722
Os04t0403400-01	3288	3010.67	94	1.21812
Os10t0410600-02	1225	947.665	1124.37	46.2891
Os10t0410600-01	566	291.751	45.6306	6.10195
Os09t0306800-01	2320	2042.67	493	9.41617
Os03t0818000-00	1224	946.665	383	15.7844
Os04t0578800-02	1742	1464.67	351.789	9.37063
Os04t0578800-01	2284	2006.67	921.881	17.9236
Os05t0447500-00	1944	1666.67	511.481	11.9731
Os11t0702700-02	1867	1589.67	183	4.49128
Os11t0702700-01	1911	1633.67	0	0
Os12t0165700-01	1642	1364.67	1256.83	35.9315
Os03t0575200-01	2904	2626.67	302	4.48566
Os04t0348400-01	1770	1492.67	248	6.48207
Os02t0694800-01	1565	1287.67	43	1.30284
Os01t0633900-01	1252	974.665	41	1.64117
Os04t0581000-01	1361	1083.67	84	3.02419
Os07t0495200-01	933	655.801	3725.94	221.66
Os01t0852100-01	2122	1844.67	20.5813	0.435292
Os01t0127200-01	2288	2010.67	1	0.0194037
Os01t0604000-01	1388	1110.67	11.4873	0.403513
Os02t0744650-00	1206	928.665	137.3	5.76814
Os09t0455900-01	1083	805.665	6	0.29055
Os04t0521900-01	776	499.292	16	1.25023
Os01t0510500-01	2012	1734.67	537	12.0777
Os05t0214100-01	892	614.822	0	0
Os05t0214100-02	3242	2964.67	857	11.2779
Os06t0529800-01	1678	1400.67	931	25.9322
Os04t0502200-01	3810	3532.67	1099	12.1372
Os05t0445100-02	894	616.822	82.8439	5.23992
Os05t0445100-01	2396	2118.67	7.02274	0.129321
Os06t0598900-02	347	98.9144	0	0
Os06t0598900-01	1806	1528.67	4353	111.097
Os08t0481100-01	1773	1495.67	32	0.834718
Os09t0508200-01	1088	810.665	2.6193	0.126057
Os01t0116900-00	1548	1270.67	32	0.982524
Os06t0332450-00	1286	1008.67	4.37101	0.169067
Os03t0765100-01	813	536.154	280	20.3748
Os06t0134400-01	1528	1250.67	280	8.73457
Os01t0934900-00	792	515.207	18	1.36306
Os07t0656100-01	2329	2051.67	249	4.73497
Os04t0692200-01	1119	841.665	259	12.0056
Os04t0692200-02	321	80.7469	12	5.79802
Os11t0552600-01	1330	1052.67	460	17.0487
Os05t0503100-00	1066	788.665	201	9.94324
Os01t0823951-00	352	102.619	8	3.04148
Os01t0661000-01	1606	1328.67	691	20.2902
Os01t0661000-02	1364	1086.67	0	0
Os01t0382200-01	1445	1167.67	0	0
Os09t0474800-01	2832	2554.67	772.523	11.7978
Os09t0474800-02	3383	3105.67	14.4765	0.181859
Os08t0384100-01	1468	1190.67	948	31.063
Os01t0362533-01	621	345.331	169	19.093
Os12t0230200-01	3544	3266.67	19.5652	0.233671
Os12t0230200-02	2385	2107.67	21.1188	0.390924
Os03t0341000-01	1164	886.665	358	15.7524
Os09t0423400-01	2223	1945.67	106	2.12551
Os09t0423400-02	1904	1626.67	0	0
Os05t0116800-00	1221	943.665	3.99931	0.165345
Os02t0582400-01	1050	772.665	986.074	49.7901
Os02t0582400-02	987	709.689	240.926	13.2446
Os07t0516300-01	935	657.801	1452	86.1185
Os07t0206700-02	2884	2606.67	29.9229	0.44786
Os07t0206700-01	1524	1246.67	3224.08	100.897
Os02t0749300-02	927	649.801	361.655	21.7139
Os02t0749300-01	1354	1076.67	198.345	7.18728
Os02t0753000-01	1423	1145.67	15	0.510808
Os09t0453300-01	1491	1213.67	102.88	3.30716
Os09t0453300-02	1391	1113.67	2.12031	0.0742794
Os03t0647500-02	1907	1629.67	575.878	13.7866
Os03t0647500-01	1481	1203.67	67.1219	2.17562
Os11t0579100-01	2780	2502.67	75	1.16918
Os10t0131500-00	1158	880.665	0	0
Os07t0580500-01	1206	928.665	935	39.2805
Os10t0571900-00	1182	904.665	29	1.25065
Os03t0652050-00	2701	2423.67	5.67557	0.0913611
Os01t0229600-01	943	665.779	66	3.86757
Os09t0476401-00	393	134.819	0	0
Os01t0699950-01	3144	2866.67	0	0
Os08t0338900-01	2256	1978.67	305.432	6.02236
Os08t0338900-02	2232	1954.67	15.5677	0.310725
Os10t0372100-01	3629	3351.67	196	2.2815
Os03t0777100-01	1847	1569.67	470	11.6819
Os09t0411900-01	1230	952.665	102	4.17719
Os02t0164400-00	560	285.876	19	2.59298
Os07t0546600-01	1748	1470.67	109	2.89159
Os05t0144300-01	3738	3460.67	857	9.66152
Os04t0404000-01	516	243.773	7	1.12031
Os06t0542200-01	1691	1413.67	70	1.93186
Os08t0107700-01	1362	1084.67	9.05272	0.325618
Os01t0750666-00	1201	923.665	12.4443	0.52563
Os12t0135200-01	1463	1185.67	40	1.3162
Os05t0169900-01	1653	1375.67	121.302	3.44018
Os07t0567801-01	1119	841.665	45	2.08592
Os03t0194300-01	1781	1503.67	71	1.84218
Os11t0194600-01	1244	966.665	0	0
Os03t0107100-00	1260	982.665	0	0
Os07t0249700-01	1573	1295.67	869	26.1668
Os09t0545051-00	845	568.061	1.01843	0.0699456
Os03t0796700-00	715	438.459	14	1.24573
Os05t0391200-01	1605	1327.67	492	14.4578
Os02t0719700-01	888	610.863	151	9.644
Os02t0699150-00	802	525.189	0	0
Os07t0547700-00	1737	1459.67	4	0.106913
Os04t0543900-01	2948	2670.67	35.3857	0.516931
Os04t0543900-02	1884	1606.67	1506.61	36.5848
Os02t0257100-01	765	488.292	0	0
Os04t0415000-01	830	553.099	775	54.6668
Os11t0449600-01	531	258.036	1	0.151197
Os02t0805400-01	549	275.347	17	2.40876
Os02t0183500-00	1557	1279.67	5.58061	0.170141
Os01t0833700-01	2041	1763.67	1374.76	30.4113
Os04t0599800-02	2342	2064.67	1501.35	28.3699
Os04t0599800-01	2568	2290.67	17.6469	0.300561
Os06t0248200-01	672	395.763	3	0.29574
Os03t0405100-01	1395	1117.67	1143	39.8987
Os12t0153433-00	665	388.868	176	17.6577
Os05t0418000-01	1761	1483.67	3372	88.6699
Os02t0765400-01	1554	1276.67	813	24.8449
Os06t0696566-01	505	233.556	6	1.00227
Os01t0329800-01	2780	2502.67	785.568	12.2463
Os01t0329800-02	1733	1455.67	272.432	7.30165
Os01t0205100-01	1647	1369.67	312	8.88719
Os12t0112500-01	1689	1411.67	144.372	3.99002
Os07t0622700-01	1509	1231.67	167	5.28991
Os12t0141000-01	2950	2672.67	43	0.627694
Os01t0275900-00	2016	1738.67	44	0.987327
Os01t0127450-00	573	298.503	2	0.2614
Os06t0503400-01	1146	868.665	3236	145.338
Os02t0621850-01	992	714.665	5.56939	0.304039
Os02t0669700-01	1236	958.665	198	8.05791
Os03t0727800-01	1564	1286.67	82	2.48641
Os01t0570700-01	1096	818.665	2510	119.617
Os12t0153600-00	894	616.822	36	2.27702
Os01t0226600-02	2555	2277.67	86.5457	1.48245
Os01t0226600-01	2776	2498.67	57.4543	0.897096
Os10t0456400-02	2229	1951.67	1185.05	23.6895
Os10t0456400-01	2287	2009.67	1072.95	20.8295
Os05t0150400-01	2391	2113.67	553	10.2074
Os07t0488400-01	2064	1786.67	0	0
Os01t0881966-02	2735	2457.67	166	2.63518
Os01t0881966-01	2770	2492.67	0	0
Os11t0152700-01	2026	1748.67	221.172	4.93456
Os11t0152700-02	1908	1630.67	151.828	3.63254
Os07t0439000-01	2786	2508.67	278	4.32341
Os03t0403501-00	1492	1214.67	0	0
Os09t0110100-01	2645	2367.67	118	1.9444
Os04t0636200-01	1577	1299.67	21	0.630394
Os03t0577000-01	1084	806.665	14876	719.478
Os01t0564600-00	1194	916.665	1	0.0425612
Os11t0512000-01	1360	1082.67	0	0
Os01t0164800-01	5396	5118.67	290	2.21037
Os07t0693500-02	884	606.884	54.9885	3.53501
Os07t0693500-01	2983	2705.67	2279	32.8621
Os02t0813083-00	345	97.5086	27	10.803
Os08t0192950-00	1461	1183.67	10.2992	0.339469
Os10t0181600-01	1236	958.665	2	0.0813931
Os10t0181600-02	1252	974.665	0	0
Os11t0109950-00	645	369.057	14	1.47999
Os02t0510400-01	700	423.545	18	1.65805
Os02t0668900-00	1116	838.665	2	0.0930392
Os03t0379100-01	2539	2261.67	706	12.1787
Os05t0579200-01	2180	1902.67	42	0.861214
Os02t0689550-00	1340	1062.67	135.452	4.97293
Os12t0612400-01	3061	2783.67	77.3648	1.0843
Os12t0612400-02	2238	1960.67	429.635	8.54911
Os03t0143000-01	2617	2339.67	225	3.75192
Os08t0547900-01	1915	1637.67	105.953	2.52414
Os01t0837600-01	680	403.697	6	0.579856
Os04t0357300-01	2271	1993.67	16	0.313107
Os02t0282600-01	2466	2188.67	157	2.79863
Os05t0190000-00	1015	737.665	49	2.59156
Os04t0480600-01	846	569.061	5	0.342796
Os07t0250100-00	1536	1258.67	6	0.18598
Os01t0221700-00	1008	730.665	6	0.320374
Os03t0196900-01	976	698.689	252	14.0715
Os03t0182700-02	1044	766.665	2237	113.837
Os05t0324100-01	685	408.643	47	4.48723
Os01t0290700-01	730	453.34	1037	89.2441
Os07t0212200-01	1521	1243.67	2	0.0627409
Os07t0530300-01	1043	765.665	567	28.8914
Os07t0156732-01	2244	1966.67	441.062	8.74971
Os11t0208800-01	2373	2095.67	16.3953	0.305226
Os07t0559550-00	424	160.737	0	0
Os03t0804500-01	856	579.042	115	7.7484
Os03t0158000-01	1046	768.665	21	1.06588
Os07t0561800-01	989	711.689	1277.75	70.0457
Os07t0561800-02	1376	1098.67	158.246	5.61941
Os02t0118400-02	1859	1581.67	0	0
Os02t0118400-01	1800	1522.67	397	10.1721
Os08t0372166-00	1145	867.665	5	0.224824
Os03t0701000-02	1560	1282.67	330.764	10.0607
Os03t0701000-01	3795	3517.67	303.236	3.36319
Os05t0378900-03	242	37.3783	0	0
Os05t0378900-01	2761	2483.67	495.137	7.7778
Os05t0378900-02	1461	1183.67	481.863	15.8825
Os01t0200400-01	1166	888.665	292	12.8194
Os10t0560200-01	1081	803.665	121	5.87401
Os02t0551900-01	1544	1266.67	725	22.3306
Os08t0150150-01	4091	3813.67	55	0.562658
Os08t0238500-00	835	558.099	0	0
Os05t0127300-02	2042	1764.67	511.536	11.3094
Os05t0127300-01	2479	2201.67	1419.46	25.1534
Os03t0756300-01	819	542.154	1769	127.3
Os09t0494800-00	741	464.34	0	0
Os02t0737300-00	405	144.625	4	1.07905
Os01t0976600-01	1355	1077.67	906	32.7996
Os02t0213100-01	580	305.312	1	0.127785
Os12t0244100-03	1667	1389.67	948.611	26.6319
Os12t0244100-04	1293	1015.67	1397.09	53.6659
Os12t0244100-02	2201	1923.67	205.22	4.16212
Os12t0244100-01	2459	2181.67	849.08	15.184
Os03t0756000-01	946	668.779	11868.8	692.389
Os06t0139200-02	429	164.939	15	3.54806
Os06t0139200-01	1422	1144.67	226	7.7029
Os05t0205050-00	648	372.033	104	10.9063
Os04t0507950-01	591	315.968	0	0
Os05t0258000-00	984	706.689	29	1.60101
Os09t0499600-01	3135	2857.67	452	6.17094
Os12t0614800-00	1254	976.665	0	0
Os12t0533800-01	1564	1286.67	53	1.60707
Os01t0668100-01	1040	762.665	23	1.17657
Os03t0803000-01	1126	848.665	4185	192.39
Os11t0600900-01	1009	731.665	43	2.29288
Os03t0790500-01	1322	1044.67	1474	55.0484
Os12t0607800-01	1768	1490.67	0	0
Os06t0260250-00	1362	1084.67	367.376	13.2142
Os02t0118200-01	1609	1331.67	888	26.0161
Os08t0498400-01	1149	871.665	799.352	35.7777
Os08t0498400-02	1465	1187.67	218.648	7.18251
Os01t0676900-01	784	507.275	13	0.999825
Os05t0486200-01	728	451.355	1169	101.046
Os03t0639233-00	345	97.5086	2	0.800224
Os05t0519600-01	961	683.712	0	0
Os05t0519600-02	2089	1811.67	77	1.6582
Os05t0230501-01	239	36.189	63	67.9186
Os04t0382700-01	3323	3045.67	323.004	4.13761
Os04t0382700-02	819	542.154	153.996	11.0818
Os03t0267100-01	4022	3744.67	165.068	1.71978
Os07t0525100-01	1458	1180.67	0	0
Os03t0563600-01	1404	1126.67	504	17.4526
Os03t0178200-02	1000	722.665	0	0
Os03t0178200-01	1071	793.665	23	1.13062
Os07t0102100-02	2916	2638.67	1	0.0147856
Os07t0102100-01	3152	2874.67	0	0
Os08t0179900-01	1135	857.665	1110	50.4928
Os02t0176900-00	999	721.665	22	1.18935
Os07t0692900-01	3521	3243.67	942	11.3302
Os12t0239900-01	553	279.141	27	3.77367
Os04t0560200-01	753	476.324	228	18.6748
Os08t0531200-01	3155	2877.67	519	7.03642
Os11t0689100-01	3777	3499.67	315	3.51163
Os11t0689100-02	2265	1987.67	0	0
Os12t0577900-00	1526	1248.67	0	0
Os01t0172900-00	888	610.863	2	0.127735
Os03t0193700-00	682	405.67	68.0383	6.54343
Os11t0575200-00	1308	1030.67	0	0
Os01t0159600-01	851	574.042	1163	79.0424
Os05t0403400-01	1328	1050.67	275	10.2116
Os01t0217400-00	1273	995.665	3	0.117553
Os11t0543900-01	1783	1505.67	8	0.207294
Os11t0111800-00	486	215.991	4	0.722519
Os09t0380200-01	1203	925.665	256	10.7897
Os08t0193100-02	1884	1606.67	26.5277	0.644167
Os08t0193100-01	1505	1227.67	10.4723	0.332803
Os08t0154250-01	2009	1731.67	49.3048	1.11084
Os09t0453100-01	2765	2487.67	4744.33	74.4059
Os03t0644000-01	2307	2029.67	311	5.97806
Os12t0284800-00	844	567.061	149	10.2513
Os11t0160700-01	3156	2878.67	159	2.15492
Os11t0160700-02	2232	1954.67	0	0
Os01t0764300-01	1732	1454.67	362	9.7089
Os03t0113000-02	1634	1356.67	0	0
Os03t0113000-01	1609	1331.67	4	0.11719
Os09t0494300-02	1747	1469.67	864.123	22.9394
Os09t0494300-01	1315	1037.67	15.8769	0.596945
Os09t0503700-01	1900	1622.67	42	1.00982
Os03t0348200-00	1674	1396.67	0	0
Os02t0817050-00	2550	2272.67	0	0
Os08t0554699-00	677	400.71	6	0.584178
Os01t0514700-01	2616	2338.67	960.889	16.0299
Os04t0544100-01	2711	2433.67	299	4.7933
Os09t0526800-02	3192	2914.67	77.7496	1.04072
Os09t0526800-01	1099	821.665	657.25	31.2076
Os03t0321000-01	1035	757.665	835	42.9965
Os03t0821000-00	1420	1142.67	1.17407	0.0400867
Os04t0174850-00	494	223.339	191	33.3651
Os05t0588700-01	3023	2745.67	75	1.06571
Os04t0456100-01	756	479.308	3	0.244192
Os10t0357700-01	1831	1553.67	174	4.36934
Os08t0282200-01	2243	1965.67	253	5.02152
Os11t0617800-01	781	504.292	116	8.97429
Os03t0128500-01	1983	1705.67	374	8.55465
Os02t0763900-01	1852	1574.67	400	9.91051
Os09t0568700-01	1035	757.665	18	0.926872
Os09t0279400-01	1154	876.665	0	0
Os01t0228300-01	991	713.665	533	29.1378
Os01t0727200-00	789	512.241	16	1.21862
