target_id	length	eff_length	est_counts	tpm
Os05t0116800-00	1221	923.797	2.00755	0.0857143
Os02t0582400-01	1050	752.797	1013.22	53.0872
Os02t0582400-02	987	689.797	189.779	10.8515
Os07t0516300-01	935	637.998	2124	131.31
Os07t0206700-02	2884	2586.8	16.0227	0.244308
Os07t0206700-01	1524	1226.8	3398.98	109.28
Os02t0749300-02	927	630.019	285.73	17.8882
Os02t0749300-01	1354	1056.8	177.27	6.61618
Os02t0753000-01	1423	1125.8	13	0.455457
Os09t0453300-01	1491	1193.8	130.411	4.30871
Os09t0453300-02	1391	1093.8	4.58895	0.165478
Os03t0647500-02	1907	1609.8	720.669	17.6575
Os03t0647500-01	1481	1183.8	89.3309	2.97638
Os11t0579100-01	2780	2482.8	77	1.22324
Os10t0131500-00	1158	860.797	0	0
Os07t0580500-01	1206	908.797	801	34.764
Os10t0571900-00	1182	884.797	11	0.490358
Os03t0652050-00	2701	2403.8	7.12157	0.116854
Os01t0229600-01	943	645.977	49	2.99187
Os09t0476401-00	393	121.821	0	0
Os01t0699950-01	3144	2846.8	1.00992	0.0139924
Os08t0338900-01	2256	1958.8	403.514	8.12518
Os08t0338900-02	2232	1934.8	2.48588	0.0506766
Os10t0372100-01	3629	3331.8	122	1.44426
Os03t0777100-01	1847	1549.8	705	17.9423
Os09t0411900-01	1230	932.797	12	0.507409
Os02t0164400-00	560	267.01	23	3.39754
Os07t0546600-01	1748	1450.8	118	3.20804
Os05t0144300-01	3738	3440.8	1040	11.9217
Os04t0404000-01	516	225.538	4	0.699525
Os06t0542200-01	1691	1393.8	87	2.46197
Os08t0107700-01	1362	1064.8	15.2585	0.565209
Os01t0750666-00	1201	903.797	10.2982	0.44942
Os12t0135200-01	1463	1165.8	27	0.913492
Os05t0169900-01	1653	1355.8	108.395	3.1534
Os07t0567801-01	1119	821.797	53.7623	2.58034
Os03t0194300-01	1781	1483.8	92	2.44555
Os11t0194600-01	1244	946.797	1.38292	0.0576108
Os03t0107100-00	1260	962.797	1	0.0409665
Os07t0249700-01	1573	1275.8	621	19.1988
Os09t0545051-00	845	548.314	0	0
Os03t0796700-00	715	419.041	30	2.82377
Os05t0391200-01	1605	1307.8	660	19.9052
Os02t0719700-01	888	591.162	164	10.9421
Os02t0699150-00	802	505.559	0.402571	0.0314076
Os07t0547700-00	1737	1439.8	1	0.0273944
Os04t0543900-01	2948	2650.8	39.4403	0.586851
Os04t0543900-02	1884	1586.8	1555.56	38.666
Os02t0257100-01	765	468.624	2	0.168333
Os04t0415000-01	830	533.387	542	40.0794
Os11t0449600-01	531	239.439	0	0
Os02t0805400-01	549	256.442	17	2.61471
Os02t0183500-00	1557	1259.8	4	0.125234
Os01t0833700-01	2041	1743.8	1421.93	32.1623
Os04t0599800-02	2342	2044.8	1571.73	30.3173
Os04t0599800-01	2568	2270.8	10.2731	0.178437
Os06t0248200-01	672	376.381	0	0
Os03t0405100-01	1395	1097.8	1020	36.6473
Os12t0153433-00	665	369.443	98	10.4627
Os05t0418000-01	1761	1463.8	3621	97.5689
Os02t0765400-01	1554	1256.8	368	11.5491
Os06t0696566-01	505	215.336	4	0.732669
Os01t0329800-01	2780	2482.8	1301.44	20.6751
Os01t0329800-02	1733	1435.8	51.5594	1.41638
Os01t0205100-01	1647	1349.8	293	8.56176
Os12t0112500-01	1689	1391.8	164.364	4.65795
Os07t0622700-01	1509	1211.8	168	5.46819
Os12t0141000-01	2950	2652.8	105	1.56117
Os01t0275900-00	2016	1718.8	35	0.80317
Os01t0127450-00	573	279.357	0	0
Os06t0503400-01	1146	848.797	3268	151.86
Os02t0621850-01	992	694.797	9.19429	0.521944
Os02t0669700-01	1236	938.797	221	9.28505
Os03t0727800-01	1564	1266.8	140	4.35898
Os01t0570700-01	1096	798.797	2853	140.873
Os12t0153600-00	894	597.122	49	3.23666
Os01t0226600-02	2555	2257.8	35.156	0.614155
Os01t0226600-01	2776	2478.8	25.844	0.411229
Os10t0456400-02	2229	1931.8	405.382	8.27688
Os10t0456400-01	2287	1989.8	2577.62	51.0944
Os05t0150400-01	2391	2093.8	630	11.8678
Os07t0488400-01	2064	1766.8	0	0
Os01t0881966-02	2735	2437.8	102.939	1.6655
Os01t0881966-01	2770	2472.8	19.0614	0.304039
Os11t0152700-01	2026	1728.8	175.652	4.0075
Os11t0152700-02	1908	1610.8	36.3478	0.890023
Os07t0439000-01	2786	2488.8	211	3.34393
Os03t0403501-00	1492	1194.8	0	0
Os09t0110100-01	2645	2347.8	134	2.25117
Os04t0636200-01	1577	1279.8	34	1.04786
Os03t0577000-01	1084	786.797	16491	826.7
Os01t0564600-00	1194	896.797	1	0.0439815
Os11t0512000-01	1360	1062.8	0	0
Os01t0164800-01	5396	5098.8	338	2.61465
Os07t0693500-02	884	587.181	14.724	0.989049
Os07t0693500-01	2983	2685.8	2054	30.1642
Os02t0813083-00	345	88.5589	31	13.8068
Os08t0192950-00	1461	1163.8	7.87722	0.266968
Os10t0181600-01	1236	938.797	2	0.0840276
Os10t0181600-02	1252	954.797	0	0
Os11t0109950-00	645	349.707	16.6065	1.87299
Os02t0510400-01	700	404.123	8	0.780801
Os02t0668900-00	1116	818.797	50	2.40856
Os03t0379100-01	2539	2241.8	842	14.8143
Os05t0579200-01	2180	1882.8	56	1.17314
Os02t0689550-00	1340	1042.8	109.713	4.14974
Os12t0612400-01	3061	2763.8	203.54	2.90475
Os12t0612400-02	2238	1940.8	366.46	7.44749
Os03t0143000-01	2617	2319.8	242	4.11462
Os08t0547900-01	1915	1617.8	63.6166	1.55099
Os01t0837600-01	680	384.254	10	1.02647
Os04t0357300-01	2271	1973.8	11	0.219813
Os02t0282600-01	2466	2168.8	96	1.74589
Os05t0190000-00	1015	717.797	42	2.30787
Os04t0480600-01	846	549.314	1	0.0718031
Os07t0250100-00	1536	1238.8	13	0.413911
Os01t0221700-00	1008	710.797	4	0.221962
Os03t0196900-01	976	678.889	250	14.5246
Os03t0182700-02	1044	746.797	2438	128.764
Os05t0324100-01	685	389.202	38	3.85099
Os01t0290700-01	730	433.927	714	64.9001
Os07t0212200-01	1521	1223.8	1	0.0322296
Os07t0530300-01	1043	745.797	520	27.5009
Os07t0156732-01	2244	1946.8	261.335	5.29469
Os11t0208800-01	2373	2075.8	43.8922	0.834
Os07t0559550-00	424	146.054	0	0
Os03t0804500-01	856	559.277	119	8.39236
Os03t0158000-01	1046	748.797	19	1.00081
Os07t0561800-01	989	691.797	728.609	41.5412
Os07t0561800-02	1376	1078.8	66.3915	2.42737
Os02t0118400-02	1859	1561.8	13.7544	0.347362
Os02t0118400-01	1800	1502.8	413.246	10.8461
Os08t0372166-00	1145	847.797	10	0.465234
Os03t0701000-02	1560	1262.8	138.901	4.33847
Os03t0701000-01	3795	3497.8	568.099	6.40609
Os05t0378900-03	242	37.7328	0	0
Os05t0378900-01	2761	2463.8	701.999	11.2382
Os05t0378900-02	1461	1163.8	267.001	9.04897
Os01t0200400-01	1166	868.797	366	16.616
Os10t0560200-01	1081	783.797	88	4.42836
Os02t0551900-01	1544	1246.8	681	21.5434
Os08t0150150-01	4091	3793.8	75	0.779742
Os08t0238500-00	835	538.369	0	0
Os05t0127300-02	2042	1744.8	496.854	11.2318
Os05t0127300-01	2479	2181.8	1489.15	26.9207
Os03t0756300-01	819	522.44	2482	187.383
Os09t0494800-00	741	444.898	1	0.0886551
Os02t0737300-00	405	131.066	3	0.902809
Os01t0976600-01	1355	1057.8	803	29.9417
Os02t0213100-01	580	286.14	0	0
Os12t0244100-03	1667	1369.8	999.037	28.7666
Os12t0244100-04	1293	995.797	829.745	32.8653
Os12t0244100-02	2201	1903.8	205.269	4.25271
Os12t0244100-01	2459	2161.8	2074.95	37.8579
Os03t0756000-01	946	648.955	13128.9	797.955
Os06t0139200-02	429	150.153	10	2.62682
Os06t0139200-01	1422	1124.8	129	4.52355
Os05t0205050-00	648	352.672	77	8.6116
Os04t0507950-01	591	296.806	4	0.531558
Os05t0258000-00	984	686.866	26	1.49302
Os09t0499600-01	3135	2837.8	532	7.39425
Os12t0614800-00	1254	956.797	2.23851	0.0922791
Os12t0533800-01	1564	1266.8	66	2.05495
Os01t0668100-01	1040	742.797	35	1.8585
Os03t0803000-01	1126	828.797	4627	220.199
Os11t0600900-01	1009	711.797	43	2.38274
Os03t0790500-01	1322	1024.8	1075	41.3747
Os12t0607800-01	1768	1470.8	0	0
Os06t0260250-00	1362	1064.8	284.486	10.538
Os02t0118200-01	1609	1311.8	1018	30.6087
Os08t0498400-01	1149	851.797	476.165	22.0488
Os08t0498400-02	1465	1167.8	140.835	4.75671
Os01t0676900-01	784	487.592	15	1.21339
Os05t0486200-01	728	431.942	1242	113.412
Os03t0639233-00	345	88.5589	2	0.890762
Os05t0519600-01	961	663.911	1.66847	0.0991224
Os05t0519600-02	2089	1791.8	76.3315	1.68027
Os05t0230501-01	239	36.5218	45	48.5987
Os04t0382700-01	3323	3025.8	535.946	6.98626
Os04t0382700-02	819	522.44	103.054	7.78027
Os03t0267100-01	4022	3724.8	310.651	3.28953
Os07t0525100-01	1458	1160.8	0	0
Os03t0563600-01	1404	1106.8	685	24.411
Os03t0178200-02	1000	702.797	29.1014	1.63323
Os03t0178200-01	1071	773.797	10.8986	0.555528
Os07t0102100-02	2916	2618.8	1	0.0150613
Os07t0102100-01	3152	2854.8	0	0
Os08t0179900-01	1135	837.797	1013	47.6908
Os02t0176900-00	999	701.797	18	1.01164
Os07t0692900-01	3521	3223.8	1284.08	15.7105
Os12t0239900-01	553	260.258	16	2.42482
Os04t0560200-01	753	456.763	217	18.7384
Os08t0531200-01	3155	2857.8	528.916	7.29994
Os11t0689100-01	3777	3479.8	395	4.47721
Os11t0689100-02	2265	1967.8	0	0
Os12t0577900-00	1526	1228.8	0	0
Os01t0172900-00	888	591.162	0	0
Os03t0193700-00	682	386.215	52.4529	5.35679
Os11t0575200-00	1308	1010.8	0	0
Os01t0159600-01	851	554.296	1448	103.036
Os05t0403400-01	1328	1030.8	253	9.6808
Os01t0217400-00	1273	975.797	3	0.121262
Os11t0543900-01	1783	1485.8	7	0.185824
Os11t0111800-00	486	198.512	1	0.198691
Os09t0380200-01	1203	905.797	214	9.31851
Os08t0193100-02	1884	1586.8	25.9725	0.645589
Os08t0193100-01	1505	1207.8	5.0275	0.164181
Os08t0154250-01	2009	1711.8	49.7823	1.14706
Os09t0453100-01	2765	2467.8	3460.37	55.3067
Os03t0644000-01	2307	2009.8	323	6.3389
Os12t0284800-00	844	547.314	47	3.38708
Os11t0160700-01	3156	2858.8	209	2.88355
Os11t0160700-02	2232	1934.8	0	0
Os01t0764300-01	1732	1434.8	344	9.45653
Os03t0113000-02	1634	1336.8	0	0
Os03t0113000-01	1609	1311.8	0	0
Os09t0494300-02	1747	1449.8	997.214	27.1297
Os09t0494300-01	1315	1017.8	37.7856	1.4643
Os09t0503700-01	1900	1602.8	55	1.35347
Os03t0348200-00	1674	1376.8	0	0
Os02t0817050-00	2550	2252.8	0	0
Os08t0554699-00	677	381.305	2	0.206881
Os01t0514700-01	2616	2318.8	1085.82	18.4696
Os04t0544100-01	2711	2413.8	357	5.83353
Os09t0526800-02	3192	2894.8	62.6025	0.852977
Os09t0526800-01	1099	801.797	545.398	26.8295
Os03t0321000-01	1035	737.797	836	44.6923
Os03t0821000-00	1420	1122.8	0	0
Os04t0174850-00	494	205.524	156	29.9382
Os05t0588700-01	3023	2725.8	55	0.795853
Os04t0456100-01	756	459.717	0	0
Os10t0357700-01	1831	1533.8	95	2.44298
Os08t0282200-01	2243	1945.8	182	3.68925
Os11t0617800-01	781	484.608	74	6.02289
Os03t0128500-01	1983	1685.8	415	9.70972
Os02t0763900-01	1852	1554.8	428	10.8576
Os09t0568700-01	1035	737.797	30	1.60379
Os09t0279400-01	1154	856.797	0	0
Os01t0228300-01	991	693.797	461	26.2079
