target_id	length	eff_length	est_counts	tpm
transcript-rps13	351	92.145	3	1.2963
transcript-rpl2-2	840	544.019	2	0.146376
transcript-orf165	498	209.739	2	0.379669
transcript-atp9	225	33.1764	104	124.813
transcript-rps7-3	447	165.024	0.5	0.120636
transcript-cox2	388	117.988	7	2.36219
transcript-orf181	546	254.199	0	0
transcript-atp1	1530	1233.47	37	1.19433
transcript-nad9	573	279.843	15	2.13418
transcript-orfB	468	182.995	2	0.435156
transcript-atp6	1005	708.475	12	0.67439
transcript-rps1	519	228.92	1	0.173928
transcript-nad3	468	182.995	3	0.652735
transcript-orf161	486	199.031	0	0
transcript-ccmB	621	326.517	2	0.243881
transcript-nad4L	303	64.4008	2	1.2365
transcript-nad4	461	176.962	1	0.224996
transcript-orf258	777	481.29	0	0
transcript-orf173	522	231.622	38	6.53218
transcript-orf152b	459	175.278	0	0
transcript-orf288	867	570.943	1	0.0697367
transcript-orfX	810	514.124	3	0.232331
transcript-orf153	462	177.825	1	0.223904
transcript-rps4	1059	762.475	2	0.104438
transcript-orf176	531	240.011	0	0
transcript-rps19-2	282	54.278	2	1.4671
transcript-ccmFc	749	453.432	7	0.614667
transcript-cox3	843	547.019	7	0.509507
transcript-ccmFn	1785	1488.47	2	0.0534987
transcript-orf160	483	196.339	2	0.405581
transcript-orf183	552	259.963	4	0.612636
transcript-nad1	386	116.535	2	0.683323
transcript-ccmC	723	427.491	5	0.46569
transcript-rpl5	567	274.105	18	2.61463
transcript-orf194	585	291.438	1	0.136618
transcript-orf25	594	300.159	10	1.32649
transcript-orf241	726	430.491	3	0.277467
transcript-cob	1194	897.475	2	0.0887283
transcript-orf152a	459	175.278	4	0.908628
transcript-nad5	231	35.3118	1	1.12755
transcript-orf162	489	201.691	1	0.197409
transcript-orf187	564	271.253	0	0
transcript-rps12-2	378	110.702	1	0.359664
transcript-rps2-2	1452	1155.47	14	0.482416
transcript-nad7	143	63.0411	9	5.68425
transcript-orf284	855	559	3	0.21368
transcript-mat-r	2037	1740.47	10	0.228763
transcript-rps3-2	74	36.0968	0	0
Os09t0508300-01	2067	1770.47	2335	52.5111
Os03t0181550-00	1473	1176.47	137.239	4.64462
Os07t0593000-01	770	474.323	193	16.2009
Os04t0597700-01	1914	1617.47	0	0
Os06t0608300-02	2055	1758.47	1281.15	29.0079
Os06t0608300-01	3519	3222.47	873.854	10.797
Os04t0618100-01	619	324.539	18	2.20831
Os06t0225600-01	889	592.846	19	1.27604
Os01t0873800-01	4471	4174.47	197	1.87897
Os06t0237950-00	761	465.386	92.1834	7.88667
Os12t0149700-01	1544	1247.47	226	7.21325
Os12t0141800-01	2251	1954.47	0	0
Os06t0492750-00	1481	1184.47	49.9684	1.67967
Os07t0544900-01	1121	824.475	951	45.9259
Os06t0662225-00	592	298.199	0	0
Os12t0510900-01	488	200.775	33	6.54425
Os03t0782300-01	1146	849.475	0	0
Os09t0427100-01	1358	1061.47	58	2.17557
Os05t0167600-01	1417	1120.47	95	3.37579
Os04t0452100-02	2884	2587.47	32.8708	0.505812
Os04t0452100-01	4628	4331.47	7.12915	0.0655325
Os08t0248000-00	609	314.786	1	0.126485
Os08t0471850-00	1168	871.475	3.12063	0.142575
Os07t0176600-01	2209	1912.47	2	0.0416379
Os06t0230801-00	641	346.111	50	5.75186
Os01t0734100-01	842	546.019	444	32.3765
Os02t0607500-00	1746	1449.47	7	0.192283
Os01t0563000-01	1666	1369.47	0	0
Os01t0563000-04	2165	1868.47	0	0
Os01t0563000-03	924	627.765	1	0.0634245
Os01t0563000-05	1160	863.475	0	0
Os01t0563000-02	2287	1990.47	0	0
Os01t0563000-06	828	532.037	0	0
Os01t0973300-01	2914	2617.47	320	4.86768
Os01t0889800-01	1312	1015.47	47	1.84282
Os06t0635500-00	1034	737.475	1	0.0539892
Os06t0303501-00	568	275.068	0	0
Os08t0260400-00	1139	842.475	795	37.572
Os03t0729000-01	1981	1684.47	1	0.0236369
Os08t0538600-01	1718	1421.47	8755	245.229
Os10t0534700-01	2121	1824.47	1	0.0218231
Os12t0248600-01	579	285.691	2	0.278733
Os04t0659200-01	2487	2190.47	33	0.599833
Os09t0465800-01	747	451.432	937	82.6421
Os12t0128900-00	534	242.822	0	0
Os05t0433900-00	729	433.477	0	0
Os04t0569300-02	1273	976.475	10.4895	0.427707
Os04t0569300-01	1341	1044.47	107.511	4.09834
Os05t0400800-01	1311	1014.47	695.41	27.2932
Os05t0400800-02	820	524.037	498.59	37.8823
Os03t0226800-01	3558	3261.47	8	0.0976631
Os01t0878400-01	1760	1463.47	162.639	4.4248
Os08t0359050-00	606	311.902	0	0
Os01t0544450-01	2811	2514.47	1225	19.3974
Os08t0549450-00	466	181.282	3.17499	0.697335
Os02t0749900-01	1389	1092.47	621	22.6326
Os04t0570125-00	1358	1061.47	0	0
Os06t0528600-01	1591	1294.47	201	6.1824
Os02t0832400-01	2632	2335.47	0	0
Os02t0832400-02	2960	2663.47	483.871	7.23328
Os08t0162900-00	314	70.1379	0	0
Os01t0810300-01	789	493.258	96	7.7491
Os12t0124000-05	925	628.765	13	0.823208
Os12t0124000-01	937	640.701	0	0
Os12t0124000-03	1024	727.475	0	0
Os12t0124000-02	996	699.498	0	0
Os12t0124000-04	968	671.612	0	0
Os08t0265500-01	3643	3346.47	561	6.67467
Os04t0525900-01	1880	1583.47	1727	43.4246
Os09t0351800-00	627	332.362	0	0
Os05t0533450-00	978	681.545	2	0.11684
Os06t0488125-00	1855	1558.47	0	0
Os06t0520733-00	375	108.524	0	0
Os06t0102600-01	898	601.806	16.4618	1.08912
Os06t0707400-02	2025	1728.47	6	0.138211
Os06t0707400-01	2693	2396.47	0	0
Os07t0546200-01	687	391.71	4	0.406583
Os03t0744650-00	1565	1268.47	651	20.434
Os12t0190000-01	2086	1789.47	3139.47	69.853
Os12t0190000-02	1292	995.475	1252.53	50.0971
Os06t0141133-00	1399	1102.47	0	0
Os01t0855700-01	2125	1828.47	19.6309	0.427469
Os08t0543500-01	3880	3583.47	27	0.299995
Os08t0485600-04	1933	1636.47	73.4396	1.7868
Os08t0485600-03	1157	860.475	0	0
Os08t0485600-01	3970	3673.47	205.279	2.22496
Os08t0485600-02	2676	2379.47	468.281	7.83574
Os02t0298100-01	3630	3333.47	399	4.76574
Os01t0932500-01	2410	2113.47	0	0
Os09t0494200-01	1648	1351.47	146.008	4.30153
Os09t0494200-02	1453	1156.47	212.992	7.333
Os01t0923000-01	735	439.447	1105	100.117
Os09t0347900-01	1691	1394.47	20	0.571049
Os02t0671400-02	460	176.093	13.48	3.04793
Os02t0671400-03	499	210.674	7.31078	1.38168
Os02t0671400-01	3869	3572.47	296.209	3.30129
Os12t0568500-01	506	217.027	0	0
Os09t0521100-01	1492	1195.47	6	0.199832
Os05t0592350-00	553	260.937	2.39261	0.365082
Os12t0637000-00	1389	1092.47	48	1.74938
Os06t0225100-01	1698	1401.47	129	3.66487
Os07t0432100-00	315	70.7207	0	0
Os06t0522100-00	399	126.088	0	0
Os03t0142900-01	2129	1832.47	1277	27.7464
Os06t0571800-01	983	686.545	0	0
Os06t0571800-03	1782	1485.47	86	2.30509
Os06t0571800-02	1633	1336.47	0	0
Os04t0127800-01	3214	2917.47	166	2.26545
Os02t0119400-01	1049	752.475	563	29.79
Os06t0251700-01	2760	2463.47	1562	25.2457
Os03t0744200-01	979	682.545	292.984	17.091
Os04t0632750-00	2140	1843.47	0	0
Os09t0482100-01	2409	2112.47	49247.4	928.21
Os10t0108700-01	1504	1207.47	0	0
Os10t0108700-02	1448	1151.47	0	0
Os05t0127200-01	2374	2077.47	0	0
Os05t0127200-02	2217	1920.47	71	1.47199
Os11t0594700-00	498	209.739	14	2.65768
Os07t0120300-00	429	149.911	60	15.9357
Os04t0121300-00	2190	1893.47	0	0
Os06t0731800-01	1301	1004.47	2506	99.3336
Os04t0615500-01	2440	2143.47	243.653	4.52593
Os01t0606200-00	288	56.98	7	4.89137
Os01t0647700-01	2521	2224.47	469	8.39459
Os04t0280251-00	3147	2850.47	0	0
Os05t0451100-01	2070	1773.47	1802.03	40.4568
Os04t0516200-01	986	689.545	0	0
Os03t0799300-01	671	375.762	0	0
Os08t0556300-01	809	513.124	24	1.86227
Os02t0128800-03	937	640.701	0.000586522	3.64488e-005
Os02t0128800-01	1375	1078.47	229.446	8.4708
Os02t0128800-02	1337	1040.47	904.554	34.6144
Os06t0298700-00	1158	861.475	0	0
Os04t0572100-01	1879	1582.47	24.5022	0.616485
Os10t0558400-00	1194	897.475	0	0
Os01t0816400-01	1379	1082.47	0	0
Os01t0816400-02	6579	6282.47	2705	17.1432
Os09t0569700-01	1502	1205.47	94	3.10473
Os01t0848475-00	1973	1676.47	36.5994	0.869222
Os04t0481050-01	2877	2580.47	47.2806	0.729521
Os01t0688200-01	1296	999.475	267	10.6364
Os08t0324600-00	825	529.037	7	0.526825
Os05t0237100-01	997	700.498	183	10.4016
Os04t0613500-00	315	70.7207	0	0
Os02t0177800-02	2273	1976.47	1164.93	23.4672
Os02t0177800-01	1378	1081.47	3.07204	0.113101
Os02t0571300-01	2887	2590.47	0	0
Os09t0524300-00	1961	1664.47	27.9316	0.668149
Os06t0176000-01	1077	780.475	197.174	10.0588
Os09t0409000-01	977	680.567	8	0.468029
Os02t0106966-00	847	551.019	90	6.50325
Os12t0180600-00	1983	1686.47	0	0
Os04t0510200-01	1515	1218.47	520	16.9919
Os01t0596600-00	1188	891.475	0	0
Os12t0534200-01	823	527.037	274	20.6997
Os11t0596000-00	6336	6039.47	0	0
Os12t0609600-01	1092	795.475	0	0
Os02t0698100-01	1484	1187.47	162	5.43182
Os03t0780600-02	397	124.674	37.6957	12.0384
Os03t0780600-01	1738	1441.47	1664.3	45.9706
Os02t0208675-00	1209	912.475	117	5.10528
Os05t0465400-01	1096	799.475	4	0.199209
Os11t0528300-01	835	539.037	990	73.1259
Os03t0793950-00	474	188.236	0	0
Os10t0567900-01	1813	1516.47	1	0.0262554
Os06t0472700-02	1629	1332.47	379.755	11.3475
Os06t0472700-01	1717	1420.47	597.245	16.7407
Os10t0351200-00	1610	1313.47	0	0
Os01t0646700-03	539	247.522	35.8496	5.76666
Os01t0646700-02	1622	1325.47	181.126	5.44082
Os01t0646700-01	2881	2584.47	948.525	14.6127
Os03t0626800-01	1492	1195.47	485.292	16.1628
Os03t0626800-02	1391	1094.47	112.708	4.10019
Os04t0403400-01	3288	2991.47	142	1.88998
Os10t0410600-02	1225	928.475	1063.1	45.5887
Os10t0410600-01	566	273.179	41.8897	6.1054
Os09t0306800-01	2320	2023.47	501	9.85812
Os03t0818000-00	1224	927.475	509	21.8509
Os04t0578800-02	1742	1445.47	502.383	13.8382
Os04t0578800-01	2284	1987.47	711.384	14.2514
Os05t0447500-00	1944	1647.47	573	13.8481
Os11t0702700-02	1867	1570.47	160.615	4.07201
Os11t0702700-01	1911	1614.47	73.3852	1.8098
Os12t0165700-01	1642	1345.47	1059.16	31.343
Os03t0575200-01	2904	2607.47	444	6.77981
Os04t0348400-01	1770	1473.47	273	7.37691
Os02t0694800-01	1565	1268.47	51	1.60082
Os01t0633900-01	1252	955.475	41	1.70852
Os04t0581000-01	1361	1064.47	104	3.89002
Os07t0495200-01	933	636.744	3710.82	232.038
Os01t0852100-01	2122	1825.47	14.3983	0.314043
Os01t0127200-01	2288	1991.47	3	0.0599792
Os01t0604000-01	1388	1091.47	4.07194	0.14854
Os02t0744650-00	1206	909.475	182.689	7.99791
Os09t0455900-01	1083	786.475	6	0.303753
Os04t0521900-01	776	480.29	12	0.994791
Os01t0510500-01	2012	1715.47	475	11.0246
Os05t0214100-01	892	595.806	93.9006	6.27506
Os05t0214100-02	3242	2945.47	737.099	9.9638
Os06t0529800-01	1678	1381.47	967	27.8701
Os04t0502200-01	3810	3513.47	1328	15.0493
Os05t0445100-02	894	597.806	37.3811	2.48969
Os05t0445100-01	2396	2099.47	0	0
Os06t0598900-02	347	89.5891	0	0
Os06t0598900-01	1806	1509.47	4428	116.798
Os08t0481100-01	1773	1476.47	18	0.485401
Os09t0508200-01	1088	791.475	6.15248	0.309505
Os01t0116900-00	1548	1251.47	44	1.39986
Os06t0332450-00	1286	989.475	3.20967	0.129155
Os03t0765100-01	813	517.09	240	18.4799
Os06t0134400-01	1528	1231.47	310	10.0228
Os01t0934900-00	792	496.192	15	1.20364
Os07t0656100-01	2329	2032.47	202	3.95713
Os04t0692200-01	1119	822.475	225	10.8922
Os04t0692200-02	321	73.9507	1	0.538409
Os11t0552600-01	1330	1033.47	491	18.9163
Os05t0503100-00	1066	769.475	284	14.6953
Os01t0823951-00	352	92.8219	3	1.28684
Os01t0661000-01	1606	1309.47	601	18.2739
Os01t0661000-02	1364	1067.47	5.13627e-008	1.91578e-009
Os01t0382200-01	1445	1148.47	0	0
Os09t0474800-01	2832	2535.47	1079.45	16.9512
Os09t0474800-02	3383	3086.47	31.5459	0.406944
Os08t0384100-01	1468	1171.47	1101	37.4204
Os01t0362533-01	621	326.517	123	14.9987
Os12t0230200-01	3544	3247.47	23.3263	0.285993
Os12t0230200-02	2385	2088.47	29.1479	0.55569
Os03t0341000-01	1164	867.475	251	11.5205
Os09t0423400-01	2223	1926.47	126.821	2.6211
Os09t0423400-02	1904	1607.47	30.1788	0.747501
Os05t0116800-00	1221	924.475	0	0
Os02t0582400-01	1050	753.475	1115.95	58.9701
Os02t0582400-02	987	690.521	170.046	9.80488
Os07t0516300-01	935	638.744	1307	81.471
Os07t0206700-02	2884	2587.47	38.236	0.58837
Os07t0206700-01	1524	1227.47	2904.76	94.2221
Os02t0749300-02	927	630.765	244.579	15.4386
Os02t0749300-01	1354	1057.47	147.421	5.55063
Os02t0753000-01	1423	1126.47	12	0.424145
Os09t0453300-01	1491	1194.47	21.2635	0.708781
Os09t0453300-02	1391	1094.47	1.73651	0.0631721
Os03t0647500-02	1907	1610.47	697.119	17.2349
Os03t0647500-01	1481	1184.47	105.881	3.55915
Os11t0579100-01	2780	2483.47	123	1.97197
Os10t0131500-00	1158	861.475	0	0
Os07t0580500-01	1206	909.475	846	37.0369
Os10t0571900-00	1182	885.475	20	0.899307
Os03t0652050-00	2701	2404.47	18.3915	0.304546
Os01t0229600-01	943	646.701	80	4.92539
Os09t0476401-00	393	121.734	0	0
Os01t0699950-01	3144	2847.47	1	0.0139828
Os08t0338900-01	2256	1959.47	323.818	6.57985
Os08t0338900-02	2232	1935.47	91.1819	1.87575
Os10t0372100-01	3629	3332.47	194	2.31787
Os03t0777100-01	1847	1550.47	570	14.6374
Os09t0411900-01	1230	933.475	3	0.12796
Os02t0164400-00	560	267.471	26	3.87036
Os07t0546600-01	1748	1451.47	103	2.82541
Os05t0144300-01	3738	3441.47	964	11.1529
Os04t0404000-01	516	226.2	1	0.17602
Os06t0542200-01	1691	1394.47	77	2.19854
Os08t0107700-01	1362	1065.47	36.525	1.3649
Os01t0750666-00	1201	904.475	5.82474	0.25641
Os12t0135200-01	1463	1166.47	58	1.97973
Os05t0169900-01	1653	1356.47	115.469	3.3893
Os07t0567801-01	1119	822.475	60	2.90458
Os03t0194300-01	1781	1484.47	116	3.11128
Os11t0194600-01	1244	947.475	0	0
Os03t0107100-00	1260	963.475	2	0.0826502
Os07t0249700-01	1573	1276.47	762	23.7682
Os09t0545051-00	845	549.019	0	0
Os03t0796700-00	715	419.491	23	2.18303
Os05t0391200-01	1605	1308.47	434	13.2062
Os02t0719700-01	888	591.846	173	11.6384
Os02t0699150-00	802	506.158	0	0
Os07t0547700-00	1737	1440.47	2	0.0552814
Os04t0543900-01	2948	2651.47	22.4788	0.337551
Os04t0543900-02	1884	1587.47	1680.52	42.1494
Os02t0257100-01	765	469.386	0	0
Os04t0415000-01	830	534.037	861	64.1928
Os11t0449600-01	531	240.011	0	0
Os02t0805400-01	549	257.103	24	3.7167
Os02t0183500-00	1557	1260.47	0	0
Os01t0833700-01	2041	1744.47	1220.89	27.8654
Os04t0599800-02	2342	2045.47	1867.49	36.3512
Os04t0599800-01	2568	2271.47	6.50781	0.114073
Os06t0248200-01	672	376.762	0	0
Os03t0405100-01	1395	1098.47	1119	40.5597
Os12t0153433-00	665	369.824	114	12.2734
Os05t0418000-01	1761	1464.47	3637.76	98.9024
Os02t0765400-01	1554	1257.47	1241	39.2941
Os06t0696566-01	505	216.101	5	0.921228
Os01t0329800-01	2780	2483.47	1008.64	16.1707
Os01t0329800-02	1733	1436.47	18.3625	0.508965
Os01t0205100-01	1647	1350.47	332	9.78827
Os12t0112500-01	1689	1392.47	168.709	4.82397
Os07t0622700-01	1509	1212.47	291	9.55597
Os12t0141000-01	2950	2653.47	18	0.270092
Os01t0275900-00	2016	1719.47	41	0.949385
Os01t0127450-00	573	279.843	1	0.142279
Os06t0503400-01	1146	849.475	3288	154.112
Os02t0621850-01	992	695.498	4.21029	0.24103
Os02t0669700-01	1236	939.475	225	9.53568
Os03t0727800-01	1564	1267.47	135	4.24081
Os01t0570700-01	1096	799.475	2783	138.6
Os12t0153600-00	894	597.806	42	2.79733
Os01t0226600-02	2555	2258.47	92.4203	1.62932
Os01t0226600-01	2776	2479.47	41.5797	0.667692
Os10t0456400-02	2229	1932.47	382.175	7.87413
Os10t0456400-01	2287	1990.47	2437.83	48.7641
Os05t0150400-01	2391	2094.47	606	11.52
Os07t0488400-01	2064	1767.47	0	0
Os01t0881966-02	2735	2438.47	132.913	2.17021
Os01t0881966-01	2770	2473.47	18.0873	0.291153
Os11t0152700-01	2026	1729.47	288.689	6.64616
Os11t0152700-02	1908	1611.47	70.3107	1.73721
Os07t0439000-01	2786	2489.47	276	4.41424
Os03t0403501-00	1492	1195.47	0	0
Os09t0110100-01	2645	2348.47	261	4.42496
Os04t0636200-01	1577	1280.47	27	0.839551
Os03t0577000-01	1084	787.475	14797	748.155
Os01t0564600-00	1194	897.475	2	0.0887283
Os11t0512000-01	1360	1063.47	2	0.0748785
Os01t0164800-01	5396	5099.47	394	3.07627
Os07t0693500-02	884	587.846	39.7748	2.694
Os07t0693500-01	2983	2686.47	2324	34.4435
Os02t0813083-00	345	88.3223	28	12.6224
Os08t0192950-00	1461	1164.47	15.6534	0.535222
Os10t0181600-01	1236	939.475	0	0
Os10t0181600-02	1252	955.475	0	0
Os11t0109950-00	645	350.041	12	1.36495
Os02t0510400-01	700	404.63	13	1.2792
Os02t0668900-00	1116	819.475	0	0
Os03t0379100-01	2539	2242.47	735	13.0501
Os05t0579200-01	2180	1883.47	31	0.655324
Os02t0689550-00	1340	1043.47	100.747	3.84417
Os12t0612400-01	3061	2764.47	214.977	3.09624
Os12t0612400-02	2238	1941.47	273.023	5.59914
Os03t0143000-01	2617	2320.47	216	3.70622
Os08t0547900-01	1915	1618.47	120.407	2.96211
Os01t0837600-01	680	384.723	2	0.206984
Os04t0357300-01	2271	1974.47	34	0.685617
Os02t0282600-01	2466	2169.47	150	2.7529
Os05t0190000-00	1015	718.475	82	4.54419
Os04t0480600-01	846	550.019	0	0
Os07t0250100-00	1536	1239.47	14	0.449723
Os01t0221700-00	1008	711.475	4	0.223849
Os03t0196900-01	976	679.567	257	15.0576
Os03t0182700-02	1044	747.475	2155	114.79
Os05t0324100-01	685	389.71	29	2.96286
Os01t0290700-01	730	434.477	753	69.0054
Os07t0212200-01	1521	1224.47	1	0.0325166
Os07t0530300-01	1043	746.475	512	27.3092
Os07t0156732-01	2244	1947.47	310.818	6.35461
Os11t0208800-01	2373	2076.47	30.1404	0.577932
Os07t0559550-00	424	145.869	0	0
Os03t0804500-01	856	560	150	10.6649
Os03t0158000-01	1046	749.475	13	0.690623
Os07t0561800-01	989	692.521	496.922	28.5699
Os07t0561800-02	1376	1079.47	74.078	2.73232
Os02t0118400-02	1859	1562.47	20.5013	0.522424
Os02t0118400-01	1800	1503.47	434.499	11.5066
Os08t0372166-00	1145	848.475	4	0.187705
Os03t0701000-02	1560	1263.47	166.711	5.25354
Os03t0701000-01	3795	3498.47	605.289	6.88872
Os05t0378900-03	242	38.8674	0	0
Os05t0378900-01	2761	2464.47	658.892	10.645
Os05t0378900-02	1461	1164.47	284.108	9.71421
Os01t0200400-01	1166	869.475	369	16.8976
Os10t0560200-01	1081	784.475	72	3.65433
Os02t0551900-01	1544	1247.47	743	23.7144
Os08t0150150-01	4091	3794.47	107	1.12276
Os08t0238500-00	835	539.037	0	0
Os05t0127300-02	2042	1745.47	516.404	11.7796
Os05t0127300-01	2479	2182.47	1575.6	28.7442
Os03t0756300-01	819	523.072	1769	134.654
Os09t0494800-00	741	445.447	1	0.0893837
Os02t0737300-00	405	130.824	2	0.608691
Os01t0976600-01	1355	1058.47	852	32.0489
Os02t0213100-01	580	286.662	0	0
Os12t0244100-03	1667	1370.47	700.234	20.3435
Os12t0244100-04	1293	996.475	683.46	27.3087
Os12t0244100-02	2201	1904.47	347.567	7.26638
Os12t0244100-01	2459	2162.47	1253.74	23.084
Os03t0756000-01	946	649.679	12404.7	760.223
Os06t0139200-02	429	149.911	8	2.12476
Os06t0139200-01	1422	1125.47	184	6.50933
Os05t0205050-00	648	353.006	68	7.66976
Os04t0507950-01	591	297.209	9	1.20569
Os05t0258000-00	984	687.545	17	0.98447
Os09t0499600-01	3135	2838.47	479	6.719
Os12t0614800-00	1254	957.475	0	0
Os12t0533800-01	1564	1267.47	43	1.35078
Os01t0668100-01	1040	743.475	32	1.71371
Os03t0803000-01	1126	829.475	3720	178.564
Os11t0600900-01	1009	712.475	36	2.01181
Os03t0790500-01	1322	1025.47	694	26.9457
Os12t0607800-01	1768	1471.47	0	0
Os06t0260250-00	1362	1065.47	244.329	9.13033
Os02t0118200-01	1609	1312.47	971	29.4566
Os08t0498400-01	1149	852.475	270.377	12.6282
Os08t0498400-02	1465	1168.47	113.623	3.87169
Os01t0676900-01	784	488.258	2	0.163093
Os05t0486200-01	728	432.491	1214	111.762
Os03t0639233-00	345	88.3223	0	0
Os05t0519600-01	961	664.657	6.72967	0.403135
Os05t0519600-02	2089	1792.47	97.2703	2.16064
Os05t0230501-01	239	37.9298	61	64.033
Os04t0382700-01	3323	3026.47	370.337	4.87208
Os04t0382700-02	819	523.072	95.6629	7.28176
Os03t0267100-01	4022	3725.47	110.443	1.18035
Os07t0525100-01	1458	1161.47	0	0
Os03t0563600-01	1404	1107.47	730	26.2448
Os03t0178200-02	1000	703.475	5.34689e-005	3.02627e-006
Os03t0178200-01	1071	774.475	19.9999	1.0282
Os07t0102100-02	2916	2619.47	0	0
Os07t0102100-01	3152	2855.47	1	0.0139436
Os08t0179900-01	1135	838.475	1081	51.3322
Os02t0176900-00	999	702.475	14	0.793509
Os07t0692900-01	3521	3224.47	1080.24	13.3387
Os12t0239900-01	553	260.937	18	2.74658
Os04t0560200-01	753	457.417	240	20.8907
Os08t0531200-01	3155	2858.47	624.956	8.70501
Os11t0689100-01	3777	3480.47	355	4.06111
Os11t0689100-02	2265	1968.47	0	0
Os12t0577900-00	1526	1229.47	0	0
Os01t0172900-00	888	591.846	1	0.0672737
Os03t0193700-00	682	386.71	68.6473	7.06793
Os11t0575200-00	1308	1011.47	1.00114	0.0394087
Os01t0159600-01	851	555.019	3457	247.997
Os05t0403400-01	1328	1031.47	329	12.6996
Os01t0217400-00	1273	976.475	6	0.24465
Os11t0543900-01	1783	1486.47	3	0.080356
Os11t0111800-00	486	199.031	4	0.800192
Os09t0380200-01	1203	906.475	254	11.1566
Os08t0193100-02	1884	1587.47	34.3827	0.862358
Os08t0193100-01	1505	1208.47	10.6173	0.349809
Os08t0154250-01	2009	1712.47	38.6075	0.89764
Os09t0453100-01	2765	2468.47	5131.84	82.7749
Os03t0644000-01	2307	2010.47	280	5.54516
Os12t0284800-00	844	548.019	95	6.90212
Os11t0160700-01	3156	2859.47	187	2.60381
Os11t0160700-02	2232	1935.47	0	0
Os01t0764300-01	1732	1435.47	360	9.9853
Os03t0113000-02	1634	1337.47	0	0
Os03t0113000-01	1609	1312.47	3	0.0910091
Os09t0494300-02	1747	1450.47	902.959	24.7863
Os09t0494300-01	1315	1018.47	21.0406	0.82255
Os09t0503700-01	1900	1603.47	59	1.46502
Os03t0348200-00	1674	1377.47	0	0
Os02t0817050-00	2550	2253.47	0	0
Os08t0554699-00	677	381.736	4	0.417207
Os01t0514700-01	2616	2319.47	1242.01	21.3201
Os04t0544100-01	2711	2414.47	285	4.69977
Os09t0526800-02	3192	2895.47	120.086	1.65131
Os09t0526800-01	1099	802.475	791.914	39.2917
Os03t0321000-01	1035	738.475	899	48.4706
Os03t0821000-00	1420	1123.47	3.36621	0.119298
Os04t0174850-00	494	206.177	249	48.0855
Os05t0588700-01	3023	2726.47	46	0.671755
Os04t0456100-01	756	460.401	3	0.259441
Os10t0357700-01	1831	1534.47	178	4.61865
Os08t0282200-01	2243	1946.47	156	3.19102
Os11t0617800-01	781	485.274	114	9.35345
Os03t0128500-01	1983	1686.47	383	9.04218
Os02t0763900-01	1852	1555.47	303	7.75593
Os09t0568700-01	1035	738.475	38	2.04881
Os09t0279400-01	1154	857.475	0	0
Os01t0228300-01	991	694.521	491	28.1482
Os01t0727200-00	789	493.258	17	1.37224
Os02t0208500-01	673	377.749	0	0
